index,en_date,en_title,en_link_1,en_desc_1,en_link_2,en_desc_2,tc_date,tc_title,tc_link_1,tc_desc_1,tc_link_2,tc_desc_2,sc_date,sc_title,sc_link_1,sc_desc_1,sc_link_2,sc_desc_2
192,December 2023,Food and Environmental Hygiene Department’s Regulation over Sale of Food in Hot/Cold Holding and Non-prepackaged Beverages by Means of Vending Machine,https://web.archive.org/web/20250102093720/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI467_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250102093720/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI467_Executive-Summary_EN-1.pdf,Summary (PDF),2023年12月,食物環境衞生署對以售賣機出售熱存／冷存食物及非預先包裝飲品的規管,https://web.archive.org/web/20250519165936/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI467_Full-Report_TC.pdf,全文 (PDF),https://web.archive.org/web/20250522162719/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI467_Executive-Summary_TC.pdf,摘要 (PDF),2023年12月,食物环境卫生署对以售卖机出售热存／冷存食物及非预先包装饮品的规管,https://web.archive.org/web/20250522162827/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI467_Full-Report_SC.pdf,全文 (PDF),https://web.archive.org/web/20250522162821/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI467_Executive-Summary_SC.pdf,摘要 (PDF)
191,December 2023,Repairs and Maintenance of Outdoor Recreational and Sports Facilities under Leisure and Cultural Services Department,https://web.archive.org/web/20250102084738/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI-465_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250102093720/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI-465_Executive-Summary_EN.pdf,Summary (PDF),2023年12月,康樂及文化事務署轄下戶外遊樂和康體設施的保養與維修,https://web.archive.org/web/20250519170026/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI-465_Full-Report_TC.pdf,全文 (PDF),https://web.archive.org/web/20250522162843/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI-465_Executive-Summary_TC.pdf,摘要 (PDF),2023年12月,康乐及文化事务署辖下户外游乐和康体设施的保养与维修,https://web.archive.org/web/20250522162753/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI-465_Full-Report_SC-1.pdf,全文 (PDF),https://web.archive.org/web/20250522162817/https://www.ombudsman.hk/wp-content/uploads/2023/12/20231212_DI-465_Executive-Summary_SC.pdf,摘要 (PDF)
190,August 2023,Pilot Scheme on Community Care Service Voucher for the Elderly,https://web.archive.org/web/20250519165555/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI457_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250519165651/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI457_Executive-Summary_EN.pdf,Summary (PDF),2023年8月,長者社區照顧服務券試驗計劃,https://web.archive.org/web/20250519170000/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI457_Full-Report_TC.pdf,全文 (PDF),https://web.archive.org/web/20250519170010/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI457_Executive-Summary_TC.pdf,摘要 (PDF),2023年8月,长者社区照顾服务券试验计划,https://web.archive.org/web/20250522162841/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI457_Full-Report_SC.pdf,全文 (PDF),https://web.archive.org/web/20240527102141/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI457_Executive-Summary_SC.pdf,摘要 (PDF)
189,August 2023,Government’s Enforcement against Defective Sewage Works of New Territories Exempted Houses,https://web.archive.org/web/20250519165637/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI459_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250519165556/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI459_Executive-Summary_EN.pdf,Summary (PDF),2023年8月,政府對新界豁免管制屋宇欠妥排污設施的執管,https://web.archive.org/web/20250522162725/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI459_Full-Report_TC-2.pdf,全文 (PDF),https://web.archive.org/web/20231003225131/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI459_Executive-Summary_TC-1.pdf,摘要 (PDF),2023年8月,政府对新界豁免管制屋宇欠妥排污设施的执管,https://web.archive.org/web/20250522162849/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI459_-Full-Report_SC-1.pdf,全文 (PDF),https://web.archive.org/web/20240527095148/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230814_DI459_Executive-Summary_SC.pdf,摘要 (PDF)
188,July 2023,Handling of Complaints Involving Trees on Government Land,https://web.archive.org/web/20250519165944/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230710_DI463_Full-Report_EN_W3C.pdf,Report (PDF),https://web.archive.org/web/20250519165937/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230710_DI463_Executive-Summary_EN_W3C.pdf,Summary (PDF),2023年7月,有關政府土地上樹木投訴的處理,https://web.archive.org/web/20250519170012/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230710_DI463_Full-Report_TC_W3C.pdf,全文 (PDF),https://web.archive.org/web/20250519165932/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230710_DI463_Executive-Summary_TC_W3C.pdf,摘要 (PDF),2023年7月,有关政府土地上树木投诉的处理,https://web.archive.org/web/20250522162845/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230710_DI463_Full-Report_SC_W3C.pdf,全文 (PDF),https://web.archive.org/web/20240424150546/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230710_DI463_Executive-Summary_SC_W3C.pdf,摘要 (PDF)
187,July 2023,Housing Department’s Arrangements for Housing for Senior Citizens and Converted One-person Units,https://web.archive.org/web/20250519165601/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230711_DI-462_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250522162921/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230711_DI-462_Executive-Summary_EN-1.pdf,Summary (PDF),2023年7月,有關房屋署「長者住屋」及「改建一人單位」的安排,https://web.archive.org/web/20250519170009/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230711_DI-462_Full-Report_TC-1.pdf,全文 (PDF),https://web.archive.org/web/20250519170020/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230711_DI-462_Executive-Summary_TC-1.pdf,摘要 (PDF),2023年7月,有关房屋署「长者住屋」及「改建一人单位」的安排,https://web.archive.org/web/20250522162806/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230711_DI-462_Full-Report_SC-1.pdf,全文 (PDF),https://web.archive.org/web/20240527100239/https://www.ombudsman.hk/wp-content/uploads/2023/07/20230711_DI-462_Executive-Summary_SC-1.pdf,摘要 (PDF)
186,April 2023,Education Bureau’s Monitoring of Boarding Sections of Schools for Children with Intellectual Disabilities,https://web.archive.org/web/20250519165844/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI458_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250519165835/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI458_Executive-Summary_EＮ.pdf,Summary (PDF),2023年4月,教育局對智障兒童學校宿舍部的監管,https://web.archive.org/web/20250519165933/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI458_Full-Report_TC.pdf,全文 (PDF),https://web.archive.org/web/20250519165943/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI458_Executive-Summary_TC.pdf,摘要 (PDF),2023年4月,教育局对智障儿童学校宿舍部的监管,https://web.archive.org/web/20250522162811/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI458_Full-Report_SC.pdf,全文 (PDF),https://web.archive.org/web/20240424165310/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI458_Executive-Summary_SC.pdf,摘要 (PDF)
185,April 2023,Measures and Usage of On-street Parking Spaces Designated for People with Disabilities,https://web.archive.org/web/20250519165929/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI456_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20250519170005/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI456_Executive-Summary_EN.pdf,Summary (PDF),2023年4月,有關路旁殘疾人士專用泊車位的措施及使用情況,https://web.archive.org/web/20250519170022/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230425_DI-456_Full-Report_TC_.pdf,全文 (PDF),https://web.archive.org/web/20250519170005/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI456_Executive-Summary_TC.pdf,摘要 (PDF),2023年4月,有关路旁残疾人士专用泊车位的措施及使用情况,https://web.archive.org/web/20250522162851/https://www.ombudsman.hk/wp-content/uploads/2023/08/20230425_DI-456_Full-Report_SC_.pdf,全文 (PDF),https://web.archive.org/web/20240526234406/https://www.ombudsman.hk/wp-content/uploads/2023/04/20230425_DI456_Executive-Summary_SC.pdf,摘要 (PDF)
184,March 2023,E-book Lending Service of Public Libraries under Leisure and Cultural Services Department,https://web.archive.org/web/20250102084738/https://www.ombudsman.hk/wp-content/uploads/2023/03/DI460-Executive-summary_EN.pdf,Summary (PDF),,,2023年3月,康樂及文化事務署公共圖書館電子書借閱服務,https://web.archive.org/web/20230423015945/https://www.ombudsman.hk/wp-content/uploads/2023/03/DI460_Report_Full_TC.pdf,全文 (PDF),https://web.archive.org/web/20241227091536/https://www.ombudsman.hk/wp-content/uploads/2023/03/DI460-Executive-summary_TC.pdf,摘要 (PDF),2023年3月,康乐及文化事务署公共图书馆电子书借阅服务,https://www.ombudsman.hk/wp-content/uploads/2023/03/DI460_Report_Full_SC.pdf,全文 (PDF),https://web.archive.org/web/20240527090057/https://www.ombudsman.hk/wp-content/uploads/2023/03/DI460-Executive-summary_SC.pdf,摘要 (PDF)
183,February 2023,Government’s Regulation of Illegal Occupation or Obstruction of Streets by Goods and Miscellaneous Articles,https://web.archive.org/web/20230318082225/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230214_DI455_Executive-Summary_EN.pdf,Summary (PDF),,,2023年2月,政府對貨物及雜物非法霸佔或阻礙街道的規管,https://web.archive.org/web/20230307084557/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230214_DI455_Full-Report_TC.pdf,全文 (PDF),https://web.archive.org/web/20230307084610/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230214_DI455_Executive-Summary_TC.pdf,摘要 (PDF),2023年2月,政府对货物及杂物非法霸占或阻碍街道的规管,https://www.ombudsman.hk/wp-content/uploads/2023/02/20230214_DI455_Full-Report_SC.pdf,全文 (PDF),https://web.archive.org/web/20230608104541/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230214_DI455_Executive-Summary_SC.pdf,摘要 (PDF)
182,February 2023,Government’s Enforcement against Unauthorised Building Works in New Territories Exempted Houses,https://web.archive.org/web/20240404064500/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230213_DI452_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20230608232052/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230213_DI452_Executive-Summary_EN.pdf,Summary (PDF),2023年2月,政府對新界豁免管制屋宇違例建築工程所採取的執管行動,https://web.archive.org/web/20230307084513/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230213_DI452_Full-Report_TC.pdf,全文 (PDF),https://web.archive.org/web/20230313060649/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230213_DI452_Executive-Summary_TC.pdf,摘要 (PDF),2023年2月,政府对新界豁免管制屋宇违例建筑工程所采取的执管行动,https://www.ombudsman.hk/wp-content/uploads/2023/02/20230213_DI452_Full-Report_SC.pdf,全文 (PDF),https://web.archive.org/web/20230608122844/https://www.ombudsman.hk/wp-content/uploads/2023/02/20230213_DI452_Executive-Summary_SC.pdf,摘要 (PDF)
181,February 2023,Operational Arrangements for Statutory Visits under Justices of the Peace Visit Programme,https://www.ombudsman.hk/wp-content/uploads/2023/02/20230131_DI454_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20230318082225/https://www.ombudsman.hk/wp-content/uploads/2023/02/DI454_Executive-summary_EN.pdf,Summary (PDF),2023年2月,太平紳士巡視計劃下法定巡視的運作安排,https://web.archive.org/web/20230310092322/https://www.ombudsman.hk/wp-content/uploads/2023/02/DI454_Report_Full_TC.pdf,全文 (PDF),https://web.archive.org/web/20230216083322/https://www.ombudsman.hk/wp-content/uploads/2023/02/DI454_Executive-summary_TC.pdf,摘要 (PDF),2023年2月,太平绅士巡视计划下法定巡视的运作安排,https://www.ombudsman.hk/wp-content/uploads/2023/02/DI454_Report_Full_SC.pdf,全文 (PDF),https://web.archive.org/web/20230608104402/https://www.ombudsman.hk/wp-content/uploads/2023/02/DI454_Executive-summary_SC.pdf,摘要 (PDF)
180,September 2022,Problem of Alleged Illegal Operation of Kaito Ferry Service,https://www.ombudsman.hk/wp-content/uploads/2022/09/20220830_DI453_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20221115035840/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI453_Executive-Summary_EN.pdf,Summary (PDF),2022年9月,船隻涉嫌違規經營街渡服務的問題,https://web.archive.org/web/20221106205344/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI453_Report_Full_set_TC.pdf,全文 (PDF),https://web.archive.org/web/20221106205307/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI453_Executive-Summary_TC.pdf,摘要 (PDF),2022年9月,船只涉嫌违规经营街渡服务的问题,https://web.archive.org/web/20221115032559/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI453_Report_Full_set_SC.pdf,全文 (PDF),https://web.archive.org/web/20221115035026/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI453_Executive-Summary_SC.pdf,摘要 (PDF)
179,September 2022,Problem of Abandoned Vehicles on Government Land,https://web.archive.org/web/20230318082225/https://www.ombudsman.hk/wp-content/uploads/2022/09/20220830_DI451_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20221115035753/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI451_Executive-Summary_EN.pdf,Summary (PDF),2022年9月,政府土地上棄置車輛的問題,https://web.archive.org/web/20221106205310/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI451_Report-Full-set_TC.pdf,全文 (PDF),https://web.archive.org/web/20221106205311/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI451_Executive-Summary_TC.pdf,摘要 (PDF),2022年9月,政府土地上弃置车辆的问题,https://web.archive.org/web/20221115034220/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI451_Report-Full-set_SC.pdf,全文 (PDF),https://web.archive.org/web/20221115041104/https://www.ombudsman.hk/wp-content/uploads/2022/09/DI451_Executive-Summary_SC.pdf,摘要 (PDF)
178,May 2022,Effectiveness of Rodent Prevention and Control by Food and Environmental Hygiene Department,https://web.archive.org/web/20250102084738/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI446-Report_Eng_Final.pdf,Report (PDF),https://web.archive.org/web/20221115041525/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI446_Executive_Summary_EN.pdf,Summary (PDF),2022年5月,食物環境衞生署執行防治鼠患工作成效,https://web.archive.org/web/20221106205306/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI446_Report_Full_set_TC.pdf,全文 (PDF),https://web.archive.org/web/20221106205325/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI446_Executive_Summary_TC.pdf,摘要 (PDF),2022年5月,食物环境卫生署执行防治鼠患工作成效,https://web.archive.org/web/20221115035603/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI446_Report_Full_set_SC.pdf,全文 (PDF),https://web.archive.org/web/20221115040350/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI446_Executive_Summary_SC.pdf,摘要 (PDF)
177,May 2022,Civil Aviation Department’s regulation of paragliding activities,https://www.ombudsman.hk/wp-content/uploads/2022/07/20220524_DI449_Full-Report_EN.pdf,Report (PDF),https://web.archive.org/web/20221115035658/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI449_Executive_Summary_EN-1.pdf,Summary (PDF),2022年5月,民航處對滑翔傘活動的規管,https://web.archive.org/web/20221106205324/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI449_Report_Full_set_TC-1.pdf,全文 (PDF),https://web.archive.org/web/20221106205317/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI449_Executive_Summary_TC-1.pdf,摘要 (PDF),2022年5月,民航处对滑翔伞活动的规管,https://web.archive.org/web/20221115034049/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI449_Report_Full_set_SC-1.pdf,全文 (PDF),https://web.archive.org/web/20221115034021/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI449_Executive_Summary_SC-1.pdf,摘要 (PDF)
176,April 2022,Management and effectiveness of waste separation bins,https://web.archive.org/web/20221115041222/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI444_Report_Full_set_EN.pdf,Report (PDF),https://web.archive.org/web/20221115032142/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI444_Executive_Summary_EN.pdf,Summary (PDF),2022年4月,廢物分類回收桶的管理和成效,https://web.archive.org/web/20221106205309/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI444_Report_Full_set_TC.pdf,全文 (PDF),https://web.archive.org/web/20221106205334/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI444_Executive_Summary_TC.pdf,摘要 (PDF),2022年4月,废物分类回收桶的管理和成效,https://web.archive.org/web/20221115032043/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI444_Report_Full_set_SC.pdf,全文 (PDF),https://web.archive.org/web/20221115035916/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI444_Executive_Summary_SC.pdf,摘要 (PDF)
