index,en_date,en_title,en_link_1,en_desc_1,en_link_2,en_desc_2,tc_date,tc_title,tc_link_1,tc_desc_1,tc_link_2,tc_desc_2,sc_date,sc_title,sc_link_1,sc_desc_1,sc_link_2,sc_desc_2
170,July 2021,Effectiveness of Mosquito Prevention and Control by Food and Environmental Hygiene Department,https://web.archive.org/web/20220715045851/https://ofomb.ombudsman.hk/abc/files/DI441_Report_Full_set_EN.pdf,Report (PDF),https://web.archive.org/web/20211126100407/https://ofomb.ombudsman.hk/abc/files/DI_441_Executive_Summary_EN.pdf,Summary (PDF),2021年7月,食物環境衞生署執行防蚊和滅蚊工作成效,https://web.archive.org/web/20220812154652/http://ofomb.ombudsman.hk/abc/files/DI441_Report_Full_set_TC_0.pdf,全文 (PDF),https://web.archive.org/web/20220812160153/http://ofomb.ombudsman.hk/abc/files/DI_441_Executive_Summary_TC.pdf,摘要 (PDF),2021年7月,食物环境卫生署执行防蚊和灭蚊工作成效,https://web.archive.org/web/20221115041516/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI441_Report_Full_set_SC.pdf,全文 (PDF),https://web.archive.org/web/20211202212634/https://ofomb.ombudsman.hk/abc/files/DI_441_Executive_Summary_SC.pdf,摘要 (PDF)
169,May 2021,Management and Repair of Public Toilets by Food and Environmental Hygiene Department and Architectural Services Department,https://web.archive.org/web/20220307204115/https://ofomb.ombudsman.hk/abc/files/DI431_Report_Full_set_EN_0.pdf,Report (PDF),https://web.archive.org/web/20211126195156/https://ofomb.ombudsman.hk/abc/files/DI431_Executive_Summary_EN.pdf,Summary (PDF),2021年5月,食物環境衞生署及建築署對公廁的管理和維修,https://web.archive.org/web/20220812155328/http://ofomb.ombudsman.hk/abc/files/DI431_Report_Full_set_TC_0.pdf,全文 (PDF),https://web.archive.org/web/20220812154821/http://ofomb.ombudsman.hk/abc/files/DI431_Executive_Summary_TC.pdf,摘要 (PDF),2021年5月,食物环境卫生署及建筑署对公厕的管理和维修,https://web.archive.org/web/20221115035306/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI431_Report_Full_set_SC_0.pdf,全文 (PDF),https://web.archive.org/web/20211202222805/https://ofomb.ombudsman.hk/abc/files/DI431_Executive_Summary_SC.pdf,摘要 (PDF)
168,May 2021,Regulatory Regime for Lifts and Escalators,https://web.archive.org/web/20211126195156/https://ofomb.ombudsman.hk/abc/files/DI438_Executive_Summary_EN.pdf,Summary (PDF),,,2021年5月,升降機及自動梯的監管機制,https://web.archive.org/web/20220812154445/http://ofomb.ombudsman.hk/abc/files/DI438_Report_Full_set_TC_0_0.pdf,全文 (PDF),https://web.archive.org/web/20220812155602/http://ofomb.ombudsman.hk/abc/files/DI438_Executive_Summary_TC_0.pdf,摘要 (PDF),2021年5月,升降机及自动梯的监管机制,https://web.archive.org/web/20221115033653/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI438_Report_Full_set_SC_0.pdf,全文 (PDF),https://web.archive.org/web/20211202223106/https://ofomb.ombudsman.hk/abc/files/DI438_Executive_Summary_SC_0.pdf,摘要 (PDF)
167,29 March 2021,Government’s Handling of Misconnection of Private Building Sewers to Stormwater Collection System,https://web.archive.org/web/20220715045858/https://ofomb.ombudsman.hk/abc/files/DI440_Report_Full_Set_EN.docx,Report (Word),https://web.archive.org/web/20220715045928/https://ofomb.ombudsman.hk/abc/files/DI440_Executive_Summary_EN.docx,Summary (Word),2021年3月29日,政府對私人樓宇污水渠錯誤接駁至雨水收集系統問題的處理,https://web.archive.org/web/20220812162651/http://ofomb.ombudsman.hk/abc/files/DI440_Report_Full_Set__TC.docx,全文 (Word),https://web.archive.org/web/20220812161022/http://ofomb.ombudsman.hk/abc/files/DI440_Executive_Summary_TC.docx,摘要 (Word),2021年3月29日,政府对私人楼宇污水渠错误接驳至雨水收集系统问题的处理,https://ofomb.ombudsman.hk/abc/files/DI440_Report_Full_Set_SC_2.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI440_Executive_Summary_SC_0.docx,摘要 (Word)
166,4 March 2021,Government’s Mechanism for Monitoring Vaccines Provided by Private Healthcare Facilities,https://web.archive.org/web/20220715045905/https://ofomb.ombudsman.hk/abc/files/DI442_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045912/https://ofomb.ombudsman.hk/abc/files/DI442_Executive_Summary_EN.docx,Summary (Word),2021年3月4日,政府監管私營醫療機構提供疫苗機制,https://web.archive.org/web/20220812163825/http://ofomb.ombudsman.hk/abc/files/DI442_Report_Full_set_TC_3.docx,全文 (Word),https://web.archive.org/web/20220812154753/http://ofomb.ombudsman.hk/abc/files/DI442_Executive_Summary_TC_0.docx,摘要 (Word),2021年3月4日,政府监管私营医疗机构提供疫苗机制,https://ofomb.ombudsman.hk/abc/files/DI442_Report_Full_set_SC_1.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI442_Executive_Summary_SC_0.docx,摘要 (Word)
165,17 December 2020,Effectiveness of Joint Office for Investigation of Water Seepage Complaints in Handling Water Seepage Reports,https://web.archive.org/web/20220715045855/https://ofomb.ombudsman.hk/abc/files/DI_428_Full_Report_E.docx,Report (Word),https://web.archive.org/web/20220715045849/https://ofomb.ombudsman.hk/abc/files/DI428_Executive_Summary_EN.docx,Summary (Word),2020年12月17日,滲水投訴調查聯合辦事處處理滲水舉報的成效,https://web.archive.org/web/20220812161231/http://ofomb.ombudsman.hk/abc/files/DI428_Full_report_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812155314/http://ofomb.ombudsman.hk/abc/files/DI428_Executive_Summary_TC_0.docx,摘要 (Word),2020年12月17日,渗水投诉调查联合办事处处理渗水举报的成效,https://ofomb.ombudsman.hk/abc/files/DI428_Full_report_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI428_Executive_Summary_SC_4.docx,摘要 (Word)
164,17 December 2020,"Arrangements for Production, Distribution, Stocktaking and Use of CSI Masks",https://web.archive.org/web/20220715045907/https://ofomb.ombudsman.hk/abc/files/DI437_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045953/https://ofomb.ombudsman.hk/abc/files/DI437_Executive_Summary_EN.docx,Summary (Word),2020年12月17日,有關CSI口罩的生產、分發、點存和使用安排,https://web.archive.org/web/20220812175556/https://ofomb.ombudsman.hk/abc/files/DI437_Report_Full_set__TC_1.docx,全文 (Word),https://web.archive.org/web/20220813033152/http://ofomb.ombudsman.hk/abc/files/DI437_Executive_Summary_TC_0.docx,摘要 (Word),2020年12月17日,有关CSI口罩的生产、分发、点存和使用安排,https://ofomb.ombudsman.hk/abc/files/DI437_Report_Full_set__SC_1.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI437_Executive_Summary_SC_3.docx,摘要 (Word)
163,29 October 2020,Monitoring of Outsourced Street Cleansing Services by the Food and Environmental Hygiene Department,https://web.archive.org/web/20220715045850/https://ofomb.ombudsman.hk/abc/files/DI430_Report_Full_set_EN.doc,Report (Word),https://web.archive.org/web/20220715045851/https://ofomb.ombudsman.hk/abc/files/DI430_Executive_Summary_EN.docx,Summary (Word),2020年10月29日,食物環境衞生署對外判街道潔淨服務的監管,https://web.archive.org/web/20220812155214/http://ofomb.ombudsman.hk/abc/files/DI430_Report_Full_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812160436/http://ofomb.ombudsman.hk/abc/files/DI430_Executive_Summary_TC.docx,摘要 (Word),2020年10月29日,食物环境卫生署对外判街道洁净服务的监管,https://ofomb.ombudsman.hk/abc/files/DI430_Report_Full_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI430_Executive_Summary_SC.docx,摘要 (Word)
162,29 October 2020,Maintenance and Repair of Play and Fitness Equipment in Public Rental Housing Estates Managed by Housing Department,https://web.archive.org/web/20220715045910/https://ofomb.ombudsman.hk/abc/files/DI439_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045854/https://ofomb.ombudsman.hk/abc/files/DI439_Executive_Summary_EN_0.docx,Summary (Word),2020年10月29日,房屋署公共屋邨遊樂及健體設施的保養與維修,https://web.archive.org/web/20220812155059/http://ofomb.ombudsman.hk/abc/files/DI439_Report_Full_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812155911/http://ofomb.ombudsman.hk/abc/files/DI439_Executive_Summary_TC.docx,摘要 (Word),2020年10月29日,房屋署公共屋邨游乐及健体设施的保养与维修,https://ofomb.ombudsman.hk/abc/files/DI439_Report_Full_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI439_Executive_Summary_SC.docx,摘要 (Word)
161,9 July 2020,Leisure and Cultural Services Department’s Regulation of Public Coaching Activities at Public Swimming Pools,https://web.archive.org/web/20220715045848/https://ofomb.ombudsman.hk/abc/files/DI436_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045847/https://ofomb.ombudsman.hk/abc/files/DI436_Executive_Summary_EN.docx,Summary (Word),2020年7月9日,康樂及文化事務署公眾泳池公眾授泳活動的規管,https://web.archive.org/web/20220812162341/http://ofomb.ombudsman.hk/abc/files/DI436_Report_Full_set_TC_0.docx,全文 (Word),https://web.archive.org/web/20220812155339/http://ofomb.ombudsman.hk/abc/files/DI436_Executive_Summary_TC.docx,摘要 (Word),2020年7月9日,康乐及文化事务署公众泳池公众授泳活动的规管,https://ofomb.ombudsman.hk/abc/files/DI436_Report_Full_set_SC_0.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI436_Executive_Summary_SC.docx,摘要 (Word)
160,9 July 2020,Leisure and Cultural Services Department’s Allocation of Swimming Lanes in Public Swimming Pools and Its Monitoring Mechanism,https://web.archive.org/web/20220715045903/https://ofomb.ombudsman.hk/abc/files/DI424_Exeutive_Summary_EN.docx,Summary (Word),,,2020年7月9日,康樂及文化事務署公眾泳池泳線分配及監管機制,https://web.archive.org/web/20220812162741/http://ofomb.ombudsman.hk/abc/files/DI424_Report_Full_set_TC_0.docx,全文 (Word),https://web.archive.org/web/20220812160810/http://ofomb.ombudsman.hk/abc/files/DI424_Executive_Summary_TC.docx,摘要 (Word),2020年7月9日,康乐及文化事务署公众泳池泳线分配及监管机制,https://ofomb.ombudsman.hk/abc/files/DI424_Report_Full_set_SC_0.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI424_Executive_Summary_SC.docx,摘要 (Word)
159,9 July 2020,Utilisation of Low-charge Hospital Beds in Private Hospitals,https://web.archive.org/web/20220715045930/https://ofomb.ombudsman.hk/abc/files/DI433_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045854/https://ofomb.ombudsman.hk/abc/files/DI433_Executive_Summary_EN.docx,Summary (Word),2020年7月9日,私家醫院低收費病床的使用,https://web.archive.org/web/20220812181207/https://ofomb.ombudsman.hk/abc/files/DI433_Report_Full_set_TC_0.docx,全文 (Word),https://web.archive.org/web/20220812155442/http://ofomb.ombudsman.hk/abc/files/DI433_Executive_Summary_TC.docx,摘要 (Word),2020年7月9日,私家医院低收费病床的使用,https://ofomb.ombudsman.hk/abc/files/DI433_Report_Full_set_SC_0.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI433_Executive_Summary_SC.docx,摘要 (Word)
158,5 March 2020,The Issue of Idle Flyovers and “Bridges to nowhere”,https://web.archive.org/web/20220715045939/https://ofomb.ombudsman.hk/abc/files/DI426_Report_Full_Set_EN.docx,Report (Word),https://web.archive.org/web/20220715045848/https://ofomb.ombudsman.hk/abc/files/DI426_Executive_Summary_EN_0.docx,Summary (Word),2020年3月5日,閒置天橋和「斷橋」的問題,https://web.archive.org/web/20220206071015/https://ofomb.ombudsman.hk/abc/files/DI426_Report_Full_Set_TC.docx,全文 (Word),https://web.archive.org/web/20220812155206/https://ofomb.ombudsman.hk/abc/files/DI426_Executive_Summary_TC.docx,摘要 (Word),2020年3月5日,闲置天桥和「断桥」的问题,https://ofomb.ombudsman.hk/abc/files/DI426_Report_Full_Set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI426_Executive_Summary_SC.docx,摘要 (Word)
157,21 January 2020,Mechanisms for Verifying Travel Records of Comprehensive Social Security Assistance/Social Security Allowance Applicants and Recipients,https://web.archive.org/web/20220715045848/https://ofomb.ombudsman.hk/abc/files/DI_435_Full_Report__EN.docx,Report (Word),https://web.archive.org/web/20220715045854/https://ofomb.ombudsman.hk/abc/files/DI_435_Executive_Summary_EN.docx,Summary (Word),2020年1月21日,有關核實綜合社會保障援助及公共福利金申請人及受助／受惠人出入境記錄的機制,https://web.archive.org/web/20220812155851/http://ofomb.ombudsman.hk/abc/files/DI_435_Full_Report_TC.docx,全文 (Word),https://web.archive.org/web/20201121023312/https://ofomb.ombudsman.hk/abc/files/DI_435_Executive_Summary_TC.docx,摘要 (Word),2020年1月21日,有关核实综合社会保障援助及公共福利金申请人及受助／受惠人出入境记录的机制,https://ofomb.ombudsman.hk/abc/files/DI_435_Full_Report_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI_435_Executive_Summary_SC.docx,摘要 (Word)
156,14 January 2020,Education Bureau’s Mechanisms for Approving Applications for School Fee Revision by Direct Subsidy Scheme/Private Schools and Collection of Other Charges by Private Schools,https://web.archive.org/web/20200206105457/http://ofomb.ombudsman.hk/abc/files/DI_421-Full_Report_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045853/https://ofomb.ombudsman.hk/abc/files/DI_421-Executive_Summary_EN.docx,Summary (Word),2020年1月14日,教育局審批直接資助計劃學校和私立學校調整學費及私立學校收取其他費用的機制,https://web.archive.org/web/20200206192430/http://ofomb.ombudsman.hk/abc/files/DI_421-Full_Report_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812154955/https://ofomb.ombudsman.hk/abc/files/DI_421-Executive_Summary_TC.docx,摘要 (Word),2020年1月14日,教育局审批直接资助计划学校和私立学校调整学费及私立学校收取其他费用的机制,https://ofomb.ombudsman.hk/abc/files/DI_421-Full_Report_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI_421-Executive_Summary_SC.docx,摘要 (Word)
155,14 January 2020,Lands Department’s Enforcement against Commercial Use of Public Pedestrian Passages and Public Atria in Private Malls,https://web.archive.org/web/20220715045853/https://ofomb.ombudsman.hk/abc/files/DI_425_-_Full_report_set__EN.docx,Report (Word),https://web.archive.org/web/20220715045854/https://ofomb.ombudsman.hk/abc/files/DI_425-Executive_Summary__EN.doc,Summary (Word),2020年1月14日,地政總署對私人商場內的公共行人通道及公共室內廣場被用作商業用途的執管,https://web.archive.org/web/20220812154721/http://ofomb.ombudsman.hk/abc/files/DI_425_-_Full_report_set_TC_1.docx,全文 (Word),https://web.archive.org/web/20220812155327/https://ofomb.ombudsman.hk/abc/files/DI_425-Executive_Summary_TC.docx,摘要 (Word),2020年1月14日,地政总署对私人商场内的公共行人通道及公共室内广场被用作商业用途的执管,https://ofomb.ombudsman.hk/abc/files/DI_425_-_Full_report_set_SC_1.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI_425-Executive_Summary_SC.docx,摘要 (Word)
154,12 December 2019,Leisure and Cultural Services Department’s Arrangements for Depositing Layout Plans of Public Pleasure Grounds in Land Registry,https://web.archive.org/web/20200205041044/http://ofomb.ombudsman.hk/abc/files/DI434_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045923/https://ofomb.ombudsman.hk/abc/files/DI434_Executive_Summary_EN.docx,Summary (Word),2019年12月12日,康樂及文化事務署於土地註冊處存放公眾遊樂場地圖則的安排,https://web.archive.org/web/20200205154618/http://ofomb.ombudsman.hk/abc/files/DI434_Report_Full_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812161419/https://ofomb.ombudsman.hk/abc/files/DI434_Executive_Summary_TC.docx,摘要 (Word),2019年12月12日,康乐及文化事务署于土地注册处存放公众游乐场地图则的安排,https://ofomb.ombudsman.hk/abc/files/DI434_Report_Full_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI434_Executive_Summary_SC.docx,摘要 (Word)
153,12 December 2019,Allocation Mechanism of Ward Offices under Housing Department,https://web.archive.org/web/20200205122856/http://ofomb.ombudsman.hk/abc/files/DI427_Report_Full_set_EN_v1.docx,Report (Word),https://web.archive.org/web/20220715045854/https://ofomb.ombudsman.hk/abc/files/DI427_Executive_Summary_EN.docx,Summary (Word),2019年12月12日,房屋署轄下議員辦事處的編配機制,https://web.archive.org/web/20200206224837/http://ofomb.ombudsman.hk/abc/files/DI427_Report_Full_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812154518/https://ofomb.ombudsman.hk/abc/files/DI_427_Executive_Summary_TC.docx,摘要 (Word),2019年12月12日,房屋署辖下议员办事处的编配机制,https://ofomb.ombudsman.hk/abc/files/DI427_Report_Full_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI_427_Executive_Summary_SC.docx,摘要 (Word)
152,14 November 2019,Notification Mechanism and Arrangements of Housing Department and Social Welfare Department for Imprisoned Singleton Public Rental Housing Tenants,https://web.archive.org/web/20191204200259/http://ofomb.ombudsman.hk/abc/files/DI-429_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045900/https://ofomb.ombudsman.hk/abc/files/DI-429_Executive_Summary_EN.docx,Summary (Word),2019年11月14日,房屋署及社會福利署就獨居公屋租戶服刑的通報機制及安排,https://web.archive.org/web/20191205034702/http://ofomb.ombudsman.hk/abc/files/DI-429_Report_Full_set_TC.docx,全文 (Word),https://web.archive.org/web/20220813032245/https://ofomb.ombudsman.hk/abc/files/DI-429_Executive_Summary_TC.docx,摘要 (Word),2019年11月14日,房屋署及社会福利署就独居公屋租户服刑的通报机制及安排,https://ofomb.ombudsman.hk/abc/files/DI-429_Report_Full_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI-429_Executive_Summary_SC.docx,摘要 (Word)
151,22 October 2019,Government’s Planning and Arrangements for Ancillary Facilities for Electric Private Vehicles,https://web.archive.org/web/20220303195657/https://ofomb.ombudsman.hk/abc/files/DI415_-_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220303200327/https://ofomb.ombudsman.hk/abc/files/DI415-Executive_Summary_EN.docx,Summary (Word),2019年10月22日,政府對電動私家車配套設施的規劃及安排,https://web.archive.org/web/20191205041116/http://ofomb.ombudsman.hk/abc/files/DI415_-_Report_Full_set_TC.docx,全文 (Word),https://web.archive.org/web/20220812154659/https://ofomb.ombudsman.hk/abc/files/DI415-Executive_Summary__TC.docx,摘要 (Word),2019年10月22日,政府对电动私家车配套设施的规划及安排,https://ofomb.ombudsman.hk/abc/files/DI415_-_Report_Full_set_SC.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI415-Executive_Summary__SC.docx,摘要 (Word)
