index,en_date,en_title,en_link_1,en_desc_1,en_link_2,en_desc_2,en_link_3,en_desc_3,tc_date,tc_title,tc_link_1,tc_desc_1,tc_link_2,tc_desc_2,sc_date,sc_title,sc_link_1,sc_desc_1,sc_link_2,sc_desc_2
63,April 2008,"Handling of Water Seepage Complaints by the Food and Environmental Hygiene Department, Buildings Department and Water Supplies Department",https://web.archive.org/web/20201119091641/https://ofomb.ombudsman.hk/abc/files/3-2008-2.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2008_04_01.doc,Summary (Word),,,2008年4月,食物環境衛生署、屋宇署及水務署處理滲水投訴,https://web.archive.org/web/20110522142207/http://www.ombudsman.gov.hk/tc/concluded/2008_04_01.doc,摘要 (Word),,,2008年4月,食物环境卫生署、屋宇署及水务署处理渗水投诉,https://web.archive.org/web/20110522051839/http://www.ombudsman.gov.hk/sc/concluded/2008_04_01.doc,摘要 (Word),,
62,March 2008,Alleged Overcharging of Water Bills by the Water Supplies Department,https://web.archive.org/web/20201120002739/https://ofomb.ombudsman.hk/abc/files/3-2008-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2008_03_01.doc,Summary (Word),,,2008年3月,水務署多收水費的指稱,https://web.archive.org/web/20110522141839/http://www.ombudsman.gov.hk/tc/concluded/2008_03_01.doc,摘要 (Word),,,2008年3月,水务署多收水费的指称,https://web.archive.org/web/20110522051816/http://www.ombudsman.gov.hk/sc/concluded/2008_03_01.doc,摘要 (Word),,
61,February 2008,Special Examination Arrangements for Students with SpLD by Education Bureau and Hong Kong Examinations and Assessment Authority,https://web.archive.org/web/20201120191016/https://ofomb.ombudsman.hk/abc/files/2-2008-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2008_02_01.doc,Summary (Word),,,2008年2月,教育局及香港考試及評核局為有特殊學習困難的學生提供考試的特別安排,https://web.archive.org/web/20110522141718/http://www.ombudsman.gov.hk/tc/concluded/2008_02_01.doc,摘要 (Word),,,2008年2月,教育局及香港考试及评核局为有特殊学习困难的学生提供考试的特别安排,https://web.archive.org/web/20110522051255/http://www.ombudsman.gov.hk/sc/concluded/2008_02_01.doc,摘要 (Word),,
60,November 2007,Mechanism for handling conflict of interests in organisations subvented by the Leisure and Cultural Services Department,https://web.archive.org/web/20190717143850/http://ofomb.ombudsman.hk/abc/files/11-2007-1.pdf,Report (PDF),,,,,2007年11月,康樂文化事務署處理受資助機構涉及利益衝突的機制,,,,,2007年11月,康乐文化事务署处理受资助机构涉及利益冲突的机制,,,,
59,April 2007,Assessment of Children with Specific Learning Difficulties,http://www.ombudsman.gov.hk/concluded/2007_04_01.doc,Summary (Word),,,,,2007年4月,有關政府當局為有特殊學習困難的兒童所提供的評估服務,https://web.archive.org/web/20090816032620/http://www.ombudsman.gov.hk/tc/concluded/2007_04_01.doc,摘要 (Word),,,2007年4月,有关政府当局为有特殊学习困难的儿童所提供的评估服务,https://web.archive.org/web/20110522051752/http://www.ombudsman.gov.hk/sc/concluded/2007_04_01.doc,摘要 (Word),,
58,March 2007,Monitoring of Cases with Statutory Time Limit for Prosecution by the Food and Environmental Hygiene Department,https://web.archive.org/web/20220307204006/https://ofomb.ombudsman.hk/abc/files/3-2007-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2007_03_01.doc,Summary (Word),,,2007年3月,食物環境衛生署監察有檢控時限的個案的情況,https://web.archive.org/web/20110522142453/http://www.ombudsman.gov.hk/tc/concluded/2007_03_01.doc,摘要 (Word),,,2007年3月,食物环境卫生署监察有检控时限的个案的情况,https://web.archive.org/web/20110522052029/http://www.ombudsman.gov.hk/sc/concluded/2007_03_01.doc,摘要 (Word),,
57,November 2006,System for Processing Applications for Disability Allowance by Social Welfare Department,https://web.archive.org/web/20220307204059/https://ofomb.ombudsman.hk/abc/files/11-2006-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2006_11_01.doc,Summary (Word),,,2006年11月,社會福利署審批傷殘津貼申請的制度,https://web.archive.org/web/20110522141825/http://www.ombudsman.gov.hk/tc/concluded/2006_11_01.doc,摘要 (Word),,,2006年11月,社会福利署审批伤残津贴申请的制度,https://web.archive.org/web/20110522051540/http://www.ombudsman.gov.hk/sc/concluded/2006_11_01.doc,摘要 (Word),,
56,September 2006,Administration of the Mid-Levels Moratorium,https://web.archive.org/web/20220307203957/https://ofomb.ombudsman.hk/abc/files/9-2006-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2006_09_01.doc,Summary (Word),,,2006年9月,政府當局執行「半山區發展限制」的情況,https://web.archive.org/web/20110522141536/http://www.ombudsman.gov.hk/tc/concluded/2006_09_01.doc,摘要 (Word),,,2006年9月,政府当局运行「半山区发展限制」的情况,https://web.archive.org/web/20110522051231/http://www.ombudsman.gov.hk/sc/concluded/2006_09_01.doc,摘要 (Word),,
55,April 2006,Medical Fee Waiver System Administered by the Hospital Authority and the Social Welfare Department,https://web.archive.org/web/20220307204011/https://ofomb.ombudsman.hk/abc/files/3-2006-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2006_04_01.doc,Summary (Word),,,2006年4月,醫院管理局及社會福利署實施的醫療收費減免機制,https://web.archive.org/web/20110522142006/http://www.ombudsman.gov.hk/tc/concluded/2006_04_01.doc,摘要 (Word),,,2006年4月,医院管理局及社会福利署实施的医疗收费减免机制,https://web.archive.org/web/20110522051451/http://www.ombudsman.gov.hk/sc/concluded/2006_04_01.doc,摘要 (Word),,
54,January 2006,Monitoring of Cases Assigned Out by Legal Aid Department,https://web.archive.org/web/20220307203946/https://ofomb.ombudsman.hk/abc/files/1-2006-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2006_01_01.doc,Summary (Word),,,2006年1月,法律援助署監察外判個案的情況,https://web.archive.org/web/20110522141133/http://www.ombudsman.gov.hk/tc/concluded/2006_01_01.doc,摘要 (Word),,,2006年1月,法律援助署监察外判个案的情况,https://web.archive.org/web/20110522051946/http://www.ombudsman.gov.hk/sc/concluded/2006_01_01.doc,摘要 (Word),,
53,September 2005,Monitoring of Property Services Agents by Housing Department,https://web.archive.org/web/20220307203958/https://ofomb.ombudsman.hk/abc/files/8-2005-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2005_09_01.doc,Summary (Word),,,2005年9月,房屋署監督物業管理服務公司的情況,https://web.archive.org/web/20110522142409/http://www.ombudsman.gov.hk/tc/concluded/2005_09_01.doc,摘要 (Word),,,2005年9月,房屋署监督物业管理服务公司的情况,https://web.archive.org/web/20110522051823/http://www.ombudsman.gov.hk/sc/concluded/2005_09_01.doc,摘要 (Word),,
52,April 2005,Letting of Market Stalls by Auction,https://web.archive.org/web/20220308011117/https://ofomb.ombudsman.hk/abc/files/4-2005-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2005_04_01.doc,Summary (Word),,,2005年4月,政府當局管理街市檔位競投的情況,https://web.archive.org/web/20110522141634/http://www.ombudsman.gov.hk/tc/concluded/2005_04_01.doc,摘要 (Word),,,2005年4月,政府当局管理菜市场档位竞投的情况,https://web.archive.org/web/20110522051444/http://www.ombudsman.gov.hk/sc/concluded/2005_04_01.doc,摘要 (Word),,
51,December 2004,Bloodworm Incidents in Public Swimming Pools,https://web.archive.org/web/20220307204013/https://ofomb.ombudsman.hk/abc/files/12-2004-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2004_12_01.doc,Summary (Word),,,2004年12月,公眾泳池發現紅蟲事件的直接調查,https://web.archive.org/web/20110522142127/http://www.ombudsman.gov.hk/tc/concluded/2004_12_01.doc,摘要 (Word),,,2004年12月,公众泳池发现红虫事件的直接调查,https://web.archive.org/web/20110522051627/http://www.ombudsman.gov.hk/sc/concluded/2004_12_01.doc,摘要 (Word),,
50,November 2004,Administration of Urn Grave Cemeteries,https://web.archive.org/web/20220307203943/https://ofomb.ombudsman.hk/abc/files/11-2004-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2004_11_01.doc,Summary (Word),,,2004年11月,金塔墳場的管理情況,https://web.archive.org/web/20110522141741/http://www.ombudsman.gov.hk/tc/concluded/2004_11_01.doc,摘要 (Word),,,2004年11月,金塔坟场的管理情况,https://web.archive.org/web/20110522051621/http://www.ombudsman.gov.hk/sc/concluded/2004_11_01.doc,摘要 (Word),,
49,August 2004,Enforcement Action on Unauthorised Building Works in New Territories Exempted Houses,https://web.archive.org/web/20190717145354/http://ofomb.ombudsman.hk/abc/files/8-2004-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/2004_08_01.doc,Summary (Word),,,2004年8月,政府當局對新界豁免管制屋宇違例建築工程所採取的執法行動,https://web.archive.org/web/20110522142030/http://www.ombudsman.gov.hk/tc/concluded/2004_08_01.doc,摘要 (Word),,,2004年8月,政府当局对新界豁免管制屋宇违例建筑工程所采取的执法行动,https://web.archive.org/web/20110522051353/http://www.ombudsman.gov.hk/sc/concluded/2004_08_01.doc,摘要 (Word),,
48,June 2004,Enforcement of the Building Management Ordinance,https://web.archive.org/web/20220307204019/https://ofomb.ombudsman.hk/abc/files/6-2004-1.pdf,Report (PDF),https://web.archive.org/web/20040806140020/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2004_06_01.doc,Summary (Word),,,2004年6月,政府當局就《建築物管理條例》所採取的執法行動,https://web.archive.org/web/20110522141810/http://www.ombudsman.gov.hk/tc/concluded/2004_06_01.doc,摘要 (Word),,,2004年6月,政府当局就《建筑物管理条例》所采取的执法行动,https://web.archive.org/web/20110522051934/http://www.ombudsman.gov.hk/sc/concluded/2004_06_01.doc,摘要 (Word),,
47,May 2004,2003 Priority Arrangements for Surplus Teachers in Aided Primary Schools,https://web.archive.org/web/20220307203944/https://ofomb.ombudsman.hk/abc/files/5-2004-1.pdf,Report (PDF),https://web.archive.org/web/20040806131245/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2004_05_01.doc,Summary (Word),,,2004年5月,為資助小學超額教師所作的「二零零三年優先聘用安排」,https://web.archive.org/web/20110522141925/http://www.ombudsman.gov.hk/tc/concluded/2004_05_01.doc,摘要 (Word),,,2004年5月,为资助小学超额教师所作的「二零零三年优先聘用安排」,https://web.archive.org/web/20110522052022/http://www.ombudsman.gov.hk/sc/concluded/2004_05_01.doc,摘要 (Word),,
46,March 2004,Handling of Examination Scripts under Marking,https://web.archive.org/web/20220307203940/https://ofomb.ombudsman.hk/abc/files/4-2004-1.pdf,Report (PDF),https://web.archive.org/web/20040806124243/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2004_04_01.doc,Summary (Word),,,2004年3月,香港考試及評核局如何妥善保管考試答卷,https://web.archive.org/web/20110522142524/http://www.ombudsman.gov.hk/tc/concluded/2004_03_01.doc,摘要 (Word),,,2004年3月,香港考试及评核局如何妥善保管考试答卷,https://web.archive.org/web/20110522051323/http://www.ombudsman.gov.hk/sc/concluded/2004_03_01.doc,摘要 (Word),,
45,December 2003,Prevention of Abuse of the Comprehensive Social Security Assistance Scheme,https://web.archive.org/web/20220307204018/https://ofomb.ombudsman.hk/abc/files/12-2003-1.pdf,Report (PDF),https://web.archive.org/web/20040806124505/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2003_12_01.doc,Summary (Word),,,2003年12月,防止濫用綜合社會保障援助計劃的機制,https://web.archive.org/web/20110522141415/http://www.ombudsman.gov.hk/tc/concluded/2003_12_01.doc,摘要 (Word),,,2003年12月,防止滥用综合社会保障援助计划的机制,https://web.archive.org/web/20110522051711/http://www.ombudsman.gov.hk/sc/concluded/2003_12_01.doc,摘要 (Word),,
44,November 2003,Assistance Provided by Home Affairs Department to Owners and Owners' Corporations in Managing and Maintaining their Buildings,https://web.archive.org/web/20040107143240/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2003_11_01.doc,Summary (Word),,,,,2003年11月,民政事務總署在大廈管理及維修方面為業主和業主立案法團提供的協助,https://web.archive.org/web/20110522142510/http://www.ombudsman.gov.hk/tc/concluded/2003_11_01.doc,摘要 (Word),,,2003年11月,民政事务总署在大厦管理及维修方面为业主和业主立案法团提供的协助,https://web.archive.org/web/20110522051316/http://www.ombudsman.gov.hk/sc/concluded/2003_11_01.doc,摘要 (Word),,
43,July 2003,Operation of the Integrated Call Centre,https://web.archive.org/web/20220307204028/https://ofomb.ombudsman.hk/abc/files/7-2003-1.pdf,Report (PDF),https://web.archive.org/web/20040806134255/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2003_07_01.doc,Summary (Word),,,2003年7月,綜合電話查詢中心的運作,https://web.archive.org/web/20110522141953/http://www.ombudsman.gov.hk/tc/concluded/2003_07_01.doc,摘要 (Word),,,2003年7月,综合电话搜索中心的运作,https://web.archive.org/web/20110522051919/http://www.ombudsman.gov.hk/sc/concluded/2003_07_01.doc,摘要 (Word),,
42,May 2003,Enforcement of Education Ordinance on Universal Basic Education,https://web.archive.org/web/20220307204024/https://ofomb.ombudsman.hk/abc/files/5-2003-1.pdf,Report (PDF),https://web.archive.org/web/20040612221607/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2003_05_01.doc,Summary (Word),,,2003年5月,根據《教育條例》推行普及基礎教育的情況,https://web.archive.org/web/20110522141347/http://www.ombudsman.gov.hk/tc/concluded/2003_05_01.doc,摘要 (Word),,,2003年5月,根据《教育条例》推行普及基础教育的情况,https://web.archive.org/web/20110522051731/http://www.ombudsman.gov.hk/sc/concluded/2003_05_01.doc,摘要 (Word),,
41,March 2003,Role of Home Affairs Department in Facilitating the Formation of Owners' Corporations,https://web.archive.org/web/20220307204014/https://ofomb.ombudsman.hk/abc/files/3-2003-1.pdf,Report (PDF),https://web.archive.org/web/20040107105406/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2003_03_01.doc,Summary (Word),,,2003年3月,民政事務總署在協助成立業主立案法團方面所擔當的角色,https://web.archive.org/web/20110522141111/http://www.ombudsman.gov.hk/tc/concluded/2003_03_01.doc,摘要 (Word),,,2003年3月,民政事务总署在协助成立业主立案法团方面所担当的角色,https://web.archive.org/web/20110522051832/http://www.ombudsman.gov.hk/sc/concluded/2003_03_01.doc,摘要 (Word),,
40,February 2003,Monitoring of Charitable Fund-Raising Activities,https://web.archive.org/web/20220307204010/https://ofomb.ombudsman.hk/abc/files/2-2003-1.pdf,Report (PDF),https://web.archive.org/web/20040806141348/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2003_02_01.doc,Summary (Word),,,2003年2月,監管慈善籌款活動的安排,https://web.archive.org/web/20110522142441/http://www.ombudsman.gov.hk/tc/concluded/2003_02_01.doc,摘要 (Word),,,2003年2月,监管慈善筹款活动的安排,https://web.archive.org/web/20110522051705/http://www.ombudsman.gov.hk/sc/concluded/2003_02_01.doc,摘要 (Word),,
39,November 2002,Mechanism for Handling Missing Patients in HA Hospitals,https://web.archive.org/web/20220307204043/https://ofomb.ombudsman.hk/abc/files/11-2002-1.pdf,Report (PDF),https://web.archive.org/web/20040107085805/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_11_01.doc,Summary (Word),,,2002年11月,醫院管理局轄下醫院處理病人失蹤的機制,https://web.archive.org/web/20110522141103/http://www.ombudsman.gov.hk/tc/concluded/2002_11_01.doc,摘要 (Word),,,2002年11月,医院管理局辖下医院处理病人失踪的机制,https://web.archive.org/web/20110522051615/http://www.ombudsman.gov.hk/sc/concluded/2002_11_01.doc,摘要 (Word),,
38,October 2002,Administration of Vehicle Registration Marks Auction,https://web.archive.org/web/20220307204014/https://ofomb.ombudsman.hk/abc/files/10-2002-1.pdf,Report (PDF),https://web.archive.org/web/20040107164608/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_10_01.doc,Summary (Word),,,2002年10月,拍賣車輛登記號碼的安排,https://web.archive.org/web/20110522142043/http://www.ombudsman.gov.hk/tc/concluded/2002_10_01.doc,摘要 (Word),,,2002年10月,拍卖车辆登记号码的安排,https://web.archive.org/web/20110522051247/http://www.ombudsman.gov.hk/sc/concluded/2002_10_01.doc,摘要 (Word),,
37,August 2002,Funding of Sports Programmes by Hong Kong Sports Development Board,https://web.archive.org/web/20220307203940/https://ofomb.ombudsman.hk/abc/files/8-2002-1.pdf,Report (PDF),https://web.archive.org/web/20040107103454/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_08_01.doc,Summary (Word),,,2002年8月,香港康體發展局資助體育活動的安排,https://web.archive.org/web/20110522142141/http://www.ombudsman.gov.hk/tc/concluded/2002_08_01.doc,摘要 (Word),,,2002年8月,香港康体发展局资助体育活动的安排,https://web.archive.org/web/20110522051339/http://www.ombudsman.gov.hk/sc/concluded/2002_08_01.doc,摘要 (Word),,
