index,en_date,en_title,en_link,en_desc,tc_date,tc_title,tc_link,tc_desc,sc_date,sc_title,sc_link,sc_desc
176,May 2021,Lands Department’s continual renewal of a short-term tenancy of a Government Land for dangerous goods storage,https://web.archive.org/web/20211205114528/https://ofomb.ombudsman.hk/abc/files/Lands_IR_EN202105.pdf,Report (PDF),2021年5月,地政總署批准某短期租約租戶長年續租一幅政府土地以儲存危險品,https://web.archive.org/web/20211205104601/https://ofomb.ombudsman.hk/abc/files/Lands_IR_TC202105.pdf,全文 (PDF),2021年5月,地政总署批准某短期租约租户长年续租一幅政府土地以储存危险品,https://web.archive.org/web/20211130094426/https://ofomb.ombudsman.hk/abc/files/Lands_IR_SC202105.pdf,全文 (PDF)
175,April 2021,Home Affairs Bureau’s arrangements for convening the NGO Forum on Community Development,https://web.archive.org/web/20211205111408/https://ofomb.ombudsman.hk/abc/files/HAB_IR_EN202104.pdf,Report (PDF),2021年4月,民政事務局召開非政府機構社區發展論壇的安排,https://web.archive.org/web/20211205112502/https://ofomb.ombudsman.hk/abc/files/HAB_IR_TC202104.pdf,全文 (PDF),2021年4月,民政事务局召开非政府机构社区发展论坛的安排,https://web.archive.org/web/20211130100920/https://ofomb.ombudsman.hk/abc/files/HAB_IR_SC202104.pdf,全文 (PDF)
174,March 2021,Lands Department’s handling of a case of Government land occupation,https://web.archive.org/web/20211130094208/https://ofomb.ombudsman.hk/abc/files/LandsD_IR_EN202103.pdf,Report (PDF),2021年3月,地政總署對佔用政府土地個案的處理,https://web.archive.org/web/20211130083121/https://ofomb.ombudsman.hk/abc/files/LandsD_IR_TC202103.pdf,全文 (PDF),2021年3月,地政总署对占用政府土地个案的处理,https://web.archive.org/web/20211130100406/https://ofomb.ombudsman.hk/abc/files/LandsD_IR_SC202103.pdf,全文 (PDF)
173,January 2021,Drawing up and publishing guidelines on dangerous goods vehicles by Fire Services Department and Labour Department,https://web.archive.org/web/20211127183431/https://ofomb.ombudsman.hk/abc/files/FSD_LD_IR_EN202101.pdf,Report (PDF),2021年1月,消防處及勞工處制訂及公布有關危險品車輛的指引,https://web.archive.org/web/20211205110357/https://ofomb.ombudsman.hk/abc/files/FSD_LD_IR_TC202101.pdf,全文 (PDF),2021年1月,消防处及劳工处制订及公布有关危险品车辆的指引,https://web.archive.org/web/20211205103919/https://ofomb.ombudsman.hk/abc/files/FSD_LD_IR_SC202101.pdf,全文 (PDF)
172,January 2021,"Handling of on-pavement construction materials/demolition materials by Food and Environmental Hygiene Department, Lands Department and Highways Department",https://web.archive.org/web/20211205104925/https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_HyD_IR_EN202101.pdf,Report (PDF),2021年1月,食物環境衞生署、地政總署及路政署就行人路擺放的建築物料／拆建物料的處理,https://web.archive.org/web/20211130091041/https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_HyD_IR_TC202101.pdf,全文 (PDF),2021年1月,食物环境卫生署、地政总署及路政署就行人路摆放的建筑物料／拆建物料的处理,https://web.archive.org/web/20211130085009/https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_HyD_IR_SC202101.pdf,全文 (PDF)
171,December 2020,Immigration Department’s handling of a request by newspaper journalists for search of marriage record of two persons and to obtain a certified copy of their marriage certificate,https://web.archive.org/web/20221115040404/https://www.ombudsman.hk/wp-content/uploads/2022/07/ImmD_IR_EN202012.pdf,Report (PDF),2020年12月,入境處就某報章記者申請翻查兩名人士的「香港結婚紀錄」及索取有關結婚證書核證副本之處理,https://web.archive.org/web/20220424170135/https://ofomb.ombudsman.hk/abc/files/ImmD_IR_TC202012.docx,全文 (Word),2020年12月,入境处就某报章记者申请翻查两名人士的「香港结婚纪录」及索取有关结婚证书核证副本之处理,https://ofomb.ombudsman.hk/abc/files/ImmD_IR-SC202012_2.doc,全文 (Word)
170,December 2020,Food and Environmental Hygiene Department failing to resolve obstruction problem caused by illegal extension of shops,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_EN202012.docx,Report (Word),2020年12月,食物環境衞生署沒有解決店舖違例擴展營業範圍引致的阻街問題,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_TC202012_0.docx,全文 (Word),2020年12月,食物环境卫生署没有解决店铺违例扩展营业范围引致的阻街问题,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_SC202012_0.docx,全文 (Word)
169,September 2020,Regulating cages of carton recycler occupying public places by Food and Environmental Hygiene Department and Lands Department,https://web.archive.org/web/20221115040059/https://www.ombudsman.hk/wp-content/uploads/2022/07/FEHD_LandsD_IR_EN202009.pdf,Report (PDF),2020年9月,食物環境衞生署和地政總署就紙皮回收鐵籠佔用公眾地方的規管,https://web.archive.org/web/20220807221345/https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_IR_TC202009.pdf,全文 (PDF),2020年9月,食物环境卫生署和地政总署就纸皮回收铁笼占用公众地方的规管,https://web.archive.org/web/20221115040936/https://www.ombudsman.hk/wp-content/uploads/2022/07/FEHD_LandsD_IR_SC202009.pdf,全文 (PDF)
168,July 2020,Conveyance of air mail by surface route by Post Office due to the coronavirus pandemic,https://ofomb.ombudsman.hk/abc/files/PO_IR_EN202007.docx,Report (Word),2020年7月,郵政署因應冠狀病毒疫情以平郵方式發運空郵郵件,https://ofomb.ombudsman.hk/abc/files/PO_IR_TC202007.docx,全文 (Word),2020年7月,邮政署因应冠状病毒疫情以平邮方式发运空邮邮件,https://ofomb.ombudsman.hk/abc/files/PO_IR_SC202007.docx,全文 (Word)
167,July 2020,Procedures of Food and Health Bureau and Development Bureau for engaging contractors to build a quarantine centre,https://web.archive.org/web/20211130081706/https://ofomb.ombudsman.hk/abc/files/DEVB_FHB_IR_EN202007_0.pdf,Report (PDF),2020年7月,食物及衞生局和發展局就興建檢疫中心委聘承建商的程序,https://web.archive.org/web/20211205110703/https://ofomb.ombudsman.hk/abc/files/DEVB_FHB_IR_TC202007_2.pdf,全文 (PDF),2020年7月,食物及卫生局和发展局就兴建检疫中心委聘承建商的程序,https://web.archive.org/web/20211205111259/https://ofomb.ombudsman.hk/abc/files/DEVB_FHB_IR_SC202007_2.pdf,全文 (PDF)
166,June 2020,Immigration Department’s handling of application for search of marriage records in Hong Kong and birth registration records by a newspaper journalist,https://web.archive.org/web/20221115040753/https://www.ombudsman.hk/wp-content/uploads/2022/07/ImmD_IR_EN202006.pdf,Report (PDF),2020年6月,入境處就某報章記者申請翻查「香港結婚紀錄」及「出生登記紀錄」之處理,https://ofomb.ombudsman.hk/abc/files/ImmD_IR_TC202006.docx,全文 (Word),2020年6月,入境处就某报章记者申请翻查「香港结婚纪录」及「出生登记纪录」之处理,https://ofomb.ombudsman.hk/abc/files/ImmD_IR_SC202006_3.doc,全文 (Word)
165,June 2020,"Handling of wild pig nuisance by Agriculture, Fisheries and Conservation Department",https://ofomb.ombudsman.hk/abc/files/AFCD_IR_EN202006.docx,Report (Word),2020年6月,漁農自然護理署對野豬滋擾的處理,https://ofomb.ombudsman.hk/abc/files/AFCD_IR__TC202006.docx,全文 (Word),2020年6月,渔农自然护理署对野猪滋扰的处理,https://ofomb.ombudsman.hk/abc/files/AFCD_IR__SC202006.docx,全文 (Word)
164,May 2020,Inadequacy in Transport Department's Procedures for Vehicle Particulars Certificate Applications,https://ofomb.ombudsman.hk/abc/files/TD_IR_EN202005.docx,Report (Word),2020年5月,運輸署的車輛登記細節證明書申請程序有不足之處,https://ofomb.ombudsman.hk/abc/files/TD_IR__TC202005.docx,全文 (Word),2020年5月,运输署的车辆登记细节证明书申请程序有不足之处,https://ofomb.ombudsman.hk/abc/files/TD_IR__SC202005_0.docx,全文 (Word)
163,May 2020,Complaint against Water Supplies Department: An incident of anomaly in drinking water quality in a housing estate,https://ofomb.ombudsman.hk/abc/files/WSD_IR_EN202005.docx,Report (Word),2020年5月,對水務署的投訴 – 某屋苑食水水質異常事件,https://ofomb.ombudsman.hk/abc/files/WSD_IR_TC202005.docx,全文 (Word),2020年5月,对水务署的投诉 – 某屋苑食水水质异常事件,https://ofomb.ombudsman.hk/abc/files/WSD_IR_SC202005.docx,全文 (Word)
162,May 2020,Complaint against Development Bureau for failing to assume responsibility for preserving some heritage items,https://web.archive.org/web/20221115040826/https://www.ombudsman.hk/wp-content/uploads/2022/07/CHO_AMO_DEVB_IR_EN202005.pdf,Report (PDF),2020年5月,投訴發展局未有負起保育某些文物的責任,https://web.archive.org/web/20220807223131/https://ofomb.ombudsman.hk/abc/files/CHO_AMO_DEVB_IR_TC202005.pdf,全文 (PDF),2020年5月,投诉发展局未有负起保育某些文物的责任,https://web.archive.org/web/20221115040034/https://www.ombudsman.hk/wp-content/uploads/2022/07/CHO_AMO_DEVB_IR_SC202005.pdf,全文 (PDF)
161,April 2020,"Agriculture, Fisheries and Conservation Department’s handling of a report on police officers’ alleged violation of Prevention of Cruelty to Animals Ordinance by sending a police dog to the scene where tear gas was used",https://ofomb.ombudsman.hk/abc/files/AFCD_IR_EN202004.docx,Report (Word),2020年4月,漁農自然護理署就警員於施放催淚煙的現場安排警犬執勤涉嫌違反《防止殘酷對待動物條例》的舉報之處理,https://ofomb.ombudsman.hk/abc/files/AFCD__IR_TC202004.docx,全文 (Word),2020年4月,渔农自然护理署就警员于施放催泪烟的现场安排警犬执勤涉嫌违反《防止残酷对待动物条例》的举报之处理,https://ofomb.ombudsman.hk/abc/files/AFCD__IR_SC202004_0.docx,全文 (Word)
160,April 2020,Handling by Social Welfare Department of a complaint against a residential care home for the elderly,https://ofomb.ombudsman.hk/abc/files/SWD_IR_EN202004.docx,Report (Word),2020年4月,社會福利署對護老中心的投訴的處理,https://ofomb.ombudsman.hk/abc/files/SWD_IR_TC202004.docx,全文 (Word),2020年4月,社会福利署对护老中心的投诉的处理,https://ofomb.ombudsman.hk/abc/files/SWD_IR_SC202004_0.docx,全文 (Word)
159,April 2020,Airport Authority's measures taken to safeguard passengers' safety,https://ofomb.ombudsman.hk/abc/files/AA_IR__EN202004_1.docx,Report (Word),2020年4月,機場管理局對保障旅客安全採取的措施,https://ofomb.ombudsman.hk/abc/files/AA_IR__TC202004_1.docx,全文 (Word),2020年4月,机场管理局对保障旅客安全采取的措施,https://ofomb.ombudsman.hk/abc/files/AA_IR__SC202004_1_0.docx,全文 (Word)
158,April 2020,Airport Authority's airport management and contingency measures taken to safeguard interests of passengers,https://ofomb.ombudsman.hk/abc/files/AA_IR__EN202004_2.docx,Report (Word),2020年4月,機場管理局就保障旅客權益採取的機場管理及應變措施,https://ofomb.ombudsman.hk/abc/files/AA_IR__TC202004_2.docx,全文 (Word),2020年4月,机场管理局就保障旅客权益采取的机场管理及应变措施,https://ofomb.ombudsman.hk/abc/files/AA_IR__SC202004_2_0.docx,全文 (Word)
157,March 2020,"Handling by Food and Health Bureau, Food and Environmental Hygiene Department, Lands Department and Highways Department of unauthorised display and affixing of bills and graffiti in public places",https://ofomb.ombudsman.hk/abc/files/FHB_FEHD_LandsD_HyD_IR_EN202003.docx,Report (Word),2020年3月,食物及衞生局、食物環境衞生署、地政總署，以及路政署對公眾地方上未經許可展示或張貼的招貼及塗鴉的處理,https://ofomb.ombudsman.hk/abc/files/FHB_FEHD_LandsD_HyD_IR_TC202003.docx,全文 (Word),2020年3月,食物及卫生局、食物环境卫生署、地政总署，以及路政署对公众地方上未经许可展示或张贴的招贴及涂鸦的处理,https://ofomb.ombudsman.hk/abc/files/FHB_FEHD_LandsD_HyD_IR_SC202003.docx,全文 (Word)
156,March 2020,The handling by Lands Department of a short-term tenancy at nominal rent,https://ofomb.ombudsman.hk/abc/files/LandsD_IR_EN202003.docx,Report (Word),2020年3月,地政總署就一份象徵式租金短期租約的處理,https://ofomb.ombudsman.hk/abc/files/LandsD_IR_TC202003.docx,全文 (Word),2020年3月,地政总署就一份象征式租金短期租约的处理,https://ofomb.ombudsman.hk/abc/files/LandsD_IR_SC202003.docx,全文 (Word)
155,March 2020,Complaint against Food and Environmental Hygiene Department and Lands Department about the handling of prolonged occupation of a bicycle parking space by a suitcase,https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_IR_EN202003.docx,Report (Word),2020年3月,食物環境衞生署和地政總署就有行李箱長期佔用單車停泊位問題的處理,https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_IR_TC202003.docx,全文 (Word),2020年3月,食物环境卫生署和地政总署就有行李箱长期占用单车停泊位问题的处理,https://ofomb.ombudsman.hk/abc/files/FEHD_LandsD_IR_SC202003.docx,全文 (Word)
154,January 2020,Housing Department failing to inform complainant that some pipeworks of his flat were located at the flat below such that he had not requested related pre-sale maintenance before he purchased the flat under the Tenants Purchase Scheme,https://ofomb.ombudsman.hk/abc/files/HD_IR_EN202001.docx,Report (Word),2020年1月,房屋署在投訴人透過「租者置其屋計劃」購買單位前，未有告知單位有部分喉管置於下層單位，以致投訴人未能要求進行相關的「售前維修」,https://ofomb.ombudsman.hk/abc/files/HD_IR_TC202001.docx,全文 (Word),2020年1月,房屋署在投诉人透过「租者置其屋计划」购买单位前，未有告知单位有部分喉管置于下层单位，以致投诉人未能要求进行相关的「售前维修」,https://ofomb.ombudsman.hk/abc/files/HD_IR_SC202001.docx,全文 (Word)
153,January 2020,Housing Department issued Flat Selection Notification twice under different schemes,https://ofomb.ombudsman.hk/abc/files/HD_IR_EN202001_0.docx,Report (Word),2020年1月,房屋署兩度發出「選樓通知書」,https://ofomb.ombudsman.hk/abc/files/HD_IR_TC202001_0.docx,全文 (Word),2020年1月,房屋署两度发出「选楼通知书」,https://ofomb.ombudsman.hk/abc/files/HD_IR_SC202001_0.docx,全文 (Word)
152,December 2019,Complaint against Food and Environmental Hygiene Department for failing to properly handle the hygiene problem caused by roadside car washing activities of car washing shops,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_EN201912.docx,Report (Word),2019年12月,有關食物環境衞生署沒有妥善處理洗車服務公司在路邊洗車構成的衞生問題的投訴,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_TC201912.docx,全文 (Word),2019年12月,有关食物环境卫生署没有妥善处理洗车服务公司在路边洗车构成的卫生问题的投诉,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_SC201912.docx,全文 (Word)
151,November 2019,Mishandling query and request repeatedly by The Joint Office for Investigation of Water Seepage Complaints,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_EN201911.docx,Report (Word),2019年11月,滲水投訴調查辦事處多次不當處理查詢和要求,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_TC201911.docx,全文 (Word),2019年11月,渗水投诉调查办事处多次不当处理查询和要求,https://ofomb.ombudsman.hk/abc/files/FEHD_IR_SC201911.docx,全文 (Word)
150,November 2019,Correctional Services Department failed to use video-recording equipment to collect evidence when an inmate was suspected of violating discipline,https://ofomb.ombudsman.hk/abc/files/CSD_IR_EN201911.docx,Report (Word),2019年11月,懲教署於在囚人士涉嫌違紀時未有使用攝錄器材以蒐集證據,https://ofomb.ombudsman.hk/abc/files/CSD_IR__TC201911.docx,全文 (Word),2019年11月,惩教署于在囚人士涉嫌违纪时未有使用摄录器材以搜集证据,https://ofomb.ombudsman.hk/abc/files/CSD_IR__SC201911.docx,全文 (Word)
149,October 2019,Complaint against Hospital Authority about dispensing arrangements at St. John Hospital,https://ofomb.ombudsman.hk/abc/files/HA_IR_EN201910.docx,Report (Word),2019年10月,對醫院管理局的投訴 長洲醫院的配藥安排,https://ofomb.ombudsman.hk/abc/files/HA_IR_TC201910.docx,全文 (Word),2019年10月,对医院管理局的投诉 长洲医院的配药安排,https://ofomb.ombudsman.hk/abc/files/HA_IR_SC201910.docx,全文 (Word)
148,September 2019,Complaint about blindly granting more time to mini-storage premises operators to abate fire hazards and failing to inform the public of those non-compliant mini-storage premises,https://ofomb.ombudsman.hk/abc/files/FSD_IR_EN201909.docx,Report (Word),2019年9月,有關消防處輕易批准迷你倉營運商延期消除火警危險及不公布仍未合規的迷你倉名單的投訴,https://ofomb.ombudsman.hk/abc/files/FSD_IR_TC201909.docx,全文 (Word),2019年9月,有关消防处轻易批准迷你仓营运商延期消除火警危险及不公布仍未合规的迷你仓名单的投诉,https://ofomb.ombudsman.hk/abc/files/FSD_IR_SC201909.docx,全文 (Word)
147,August 2019,Omission by Department of Health and Social Welfare Department to include persons with disabilities receiving Comprehensive Social Security Assistance as an eligible group under the Vaccination Schemes,https://ofomb.ombudsman.hk/abc/files/DH_SWD_IR_EN201908.docx,Report (Word),2019年8月,衞生署及社會福利署遺漏把領取「綜援」的殘疾人士組別納入「疫苗接種計劃」,https://ofomb.ombudsman.hk/abc/files/DH_SWD_IR_TC201908.docx,全文 (Word),2019年8月,卫生署及社会福利署遗漏把领取「综援」的残疾人士组别纳入「疫苗接种计划」,https://ofomb.ombudsman.hk/abc/files/DH_SWD_IR_SC201908.docx,全文 (Word)
146,July 2019,"Complaint against Agriculture, Fisheries and Conservation Department and Hospital Authority for improper handling of a dog biting incident in which the complainant was injured",https://ofomb.ombudsman.hk/abc/files/AFCD_HA_IR_EN201907.docx,Report (Word),2019年7月,漁農自然護理署及醫院管理局就市民被狗隻咬傷的事件處理不當,https://ofomb.ombudsman.hk/abc/files/AFCD_HA_IR_TC201907.docx,全文 (Word),2019年7月,渔农自然护理署及医院管理局就市民被狗只咬伤的事件处理不当,https://ofomb.ombudsman.hk/abc/files/AFCD_HA_IR_SC201907.docx,全文 (Word)
145,June 2019,Complaint against Education Bureau for delay in provision of hearing aid fitting services,https://ofomb.ombudsman.hk/abc/files/EDB_IR_EN201906.docx,Report (Word),2019年6月,對教育局的投訴 延誤驗配助聽器,https://ofomb.ombudsman.hk/abc/files/EDB_IR_TC201906.docx,全文 (Word),2019年6月,对教育局的投诉 延误验配助听器,https://ofomb.ombudsman.hk/abc/files/EDB_IR_SC201906.docx,全文 (Word)
144,June 2019,"Handling by Agriculture, Fisheries and Conservation Department of a dog arriving in Hong Kong from Thailand",https://ofomb.ombudsman.hk/abc/files/AFCD_IR_EN201906.docx,Report (Word),2019年6月,漁農自然護理署就一隻泰國來港狗隻的處理,https://ofomb.ombudsman.hk/abc/files/AFCD_IR_TC201906.docx,全文 (Word),2019年6月,渔农自然护理署就一只泰国来港狗只的处理,https://ofomb.ombudsman.hk/abc/files/AFCD_IR_SC201906.docx,全文 (Word)
143,May 2019,Complaint about imposition of unreasonable requirements for compliance by the mini-storage industry,https://ofomb.ombudsman.hk/abc/files/FSD_IR_EN201905.docx,Report (Word),2019年5月,有關消防處就迷你倉訂立無理規定的投訴,https://ofomb.ombudsman.hk/abc/files/FSD_IR_TC201905.docx,全文 (Word),2019年5月,有关消防处就迷你仓订立无理规定的投诉,https://ofomb.ombudsman.hk/abc/files/FSD_IR_SC201905.docx,全文 (Word)
142,April 2019,Complaints against the Post Office and Rating and Valuation Department for Discontinuation of Postal Service to an Address in a Village in the New Territories,https://ofomb.ombudsman.hk/abc/files/PO_RVD_IR_EN201904.docx,Report (Word),2019年4月,就某新界村屋地址郵遞服務中斷而對郵政署及差餉物業估價署的投訴,https://ofomb.ombudsman.hk/abc/files/PO_RVD_IR_TC201904.docx,全文 (Word),2019年4月,就某新界村屋地址邮递服务中断而对邮政署及差饷物业估价署的投诉,https://ofomb.ombudsman.hk/abc/files/PO_RVD_IR_SC201904.docx,全文 (Word)
141,September 2018,Transport Department’s Improper Arrangement for Implementation of Two-way Toll Collection at the Lantau Link That Caused Serious Traffic Congestion,https://web.archive.org/web/20211204080044/https://ofomb.ombudsman.hk/abc/files/Transport_Department_s_Improper_Arrangement_for_Implementation_of_Two-way_Toll_Collection_at_the_Lantau_Link_That_Caused_Serious_Traffic_Congestion_Executive_Summary.pdf,Report (PDF),2018年10月,運輸署就青嶼幹線實施雙向收費的安排欠妥善導致大塞車的投訴,https://web.archive.org/web/20210922120428/https://ofomb.ombudsman.hk/abc/files/__25.pdf,全文 (PDF),2018年10月,运输署就青屿干线实施双向收费的安排欠妥善导致大塞车的投诉,https://web.archive.org/web/20211130090047/https://ofomb.ombudsman.hk/abc/files/__26.pdf,全文 (PDF)
140,April 2018,Handling of a Complaint by Highways Department and Labour Department about Inadequate Safety Measures for Lifting Operations in a Government Infrastructure Project,https://web.archive.org/web/20211130085755/https://ofomb.ombudsman.hk/abc/files/Annex_3_E-17_4_2018.pdf,Report (PDF),2018年4月,有關路政署及勞工處處理政府基建工程吊運安全措施不足的投訴,https://web.archive.org/web/20211205103757/https://ofomb.ombudsman.hk/abc/files/Annex_3_TC-17_4_2018.pdf,全文 (PDF),2018年4月,有关路政署及劳工处处理政府基建工程吊运安全措施不足的投诉,https://web.archive.org/web/20211130091120/https://ofomb.ombudsman.hk/abc/files/Annex_3_SC-17_4_2018.pdf,全文 (PDF)
139,November 2017,Handling of an Application for Housing Transfer by Social Welfare Department and Housing Department,https://web.archive.org/web/20211130100554/https://ofomb.ombudsman.hk/abc/files/Annex_2_E-13_11_2017_0.pdf,Report (PDF),2017年11月,有關社會福利署及房屋署處理公屋調遷申請的投訴,https://web.archive.org/web/20211205111516/https://ofomb.ombudsman.hk/abc/files/Annex_2_TC-13_11_2017.pdf,全文 (PDF),2017年11月,有关社会福利署及房屋署处理公屋调迁申请的投诉,https://web.archive.org/web/20211130094502/https://ofomb.ombudsman.hk/abc/files/Annex_2_SC-13_11_2017.pdf,全文 (PDF)
