index,date,en_link,en_title,tc_link,tc_title,sc_link,sc_title
16,2003/2004,https://web.archive.org/web/20110522092229/http://www.ombudsman.gov.hk/yr16/eng/E_Annex1.pdf,Annex 1: Organisation Chart (PDF),https://web.archive.org/web/20110522101507/http://www.ombudsman.gov.hk/yr16/b5/C_Annex1.pdf,附件1：組織圖 (PDF),https://web.archive.org/web/20110522100904/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex1.pdf,附件1：组织图 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092103/http://www.ombudsman.gov.hk/yr16/eng/E_Annex2.pdf,Annex 2: Glossary of Terms (PDF),https://web.archive.org/web/20110522101818/http://www.ombudsman.gov.hk/yr16/b5/C_Annex2.pdf,附件2：用語詞彙 (PDF),https://web.archive.org/web/20110522102212/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex2.pdf,附件2：用语词汇 (PDF)
16,2003/2004,https://web.archive.org/web/20110522093618/http://www.ombudsman.gov.hk/yr16/eng/E_Annex3.pdf,Annex 3: Flow Chart on Handling of a Complaint (PDF),https://web.archive.org/web/20110522101009/http://www.ombudsman.gov.hk/yr16/b5/C_Annex3.pdf,附件3：處理投訴流程圖 (PDF),https://web.archive.org/web/20110522100410/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex3.pdf,附件3：处理投诉流程图 (PDF)
16,2003/2004,https://web.archive.org/web/20110522100951/http://www.ombudsman.gov.hk/yr16/eng/E_Annex4.pdf,Annex 4: Achievement of Performance Pledges (PDF),https://web.archive.org/web/20110522101957/http://www.ombudsman.gov.hk/yr16/b5/C_Annex4.pdf,附件4：有關履行服務承諾的統計數字 (PDF),https://web.archive.org/web/20110522101301/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex4.pdf,附件4：有关履行服务承诺的统计数字 (PDF)
16,2003/2004,https://web.archive.org/web/20110522104442/http://www.ombudsman.gov.hk/yr16/eng/E_Annex5.pdf,Annex 5: Guidelines for Initiating Direct Investigations (PDF),https://web.archive.org/web/20110522101612/http://www.ombudsman.gov.hk/yr16/b5/C_Annex5.pdf,附件5：主動進行直接調查的準則 (PDF),https://web.archive.org/web/20110522093209/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex5.pdf,附件5：主动进行直接调查的准则 (PDF)
16,2003/2004,https://web.archive.org/web/20110522104421/http://www.ombudsman.gov.hk/yr16/eng/E_Annex6.pdf,Annex 6: List of Direct Investigations Completed (PDF),https://web.archive.org/web/20110522102321/http://www.ombudsman.gov.hk/yr16/b5/C_Annex6.pdf,附件6：已完成的直接調查一覽表 (PDF),https://web.archive.org/web/20110522093633/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex6.pdf,附件6：已完成的直接调查一览表 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092802/http://www.ombudsman.gov.hk/yr16/eng/E_Annex7.pdf,Annex 7: Summaries of Direct Investigations (PDF),https://web.archive.org/web/20110522100021/http://www.ombudsman.gov.hk/yr16/b5/C_Annex7.pdf,附件7：直接調查報告摘要 (PDF),https://web.archive.org/web/20110522092123/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex7.pdf,附件7：直接调查报告摘要 (PDF)
16,2003/2004,https://web.archive.org/web/20110522104230/http://www.ombudsman.gov.hk/yr16/eng/E_Annex8.pdf,Annex 8: Summaries of Direct Investigation Assessments (PDF),https://web.archive.org/web/20110522094127/http://www.ombudsman.gov.hk/yr16/b5/C_Annex8.pdf,附件8：直查審研報告摘要 (PDF),https://web.archive.org/web/20110522092447/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex8.pdf,附件8：直查审研报告摘要 (PDF)
16,2003/2004,https://web.archive.org/web/20110522103057/http://www.ombudsman.gov.hk/yr16/eng/E_Annex9.pdf,Annex 9: Summaries of Selected Cases Concluded by Preliminary Inquiries (PDF),https://web.archive.org/web/20110522103619/http://www.ombudsman.gov.hk/yr16/b5/C_Annex9.pdf,附件9：經初步查訊後終結的個案摘要選錄 (PDF),https://web.archive.org/web/20110522094853/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex9.pdf,附件9：经初步查讯后终结的个案摘要选录 (PDF)
16,2003/2004,https://web.archive.org/web/20110522100702/http://www.ombudsman.gov.hk/yr16/eng/E_Annex10.pdf,Annex 10: Summaries of Selected Cases Concluded by Mediation (PDF),https://web.archive.org/web/20110522101526/http://www.ombudsman.gov.hk/yr16/b5/C_Annex10.pdf,附件10：經調解後終結的個案摘要選錄 (PDF),https://web.archive.org/web/20110522103858/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex10.pdf,附件10：经调解后终结的个案摘要选录 (PDF)
16,2003/2004,https://web.archive.org/web/20110522104313/http://www.ombudsman.gov.hk/yr16/eng/E_Annex11.pdf,Annex 11: Index of Cases Concluded by Full Investigation (PDF),https://web.archive.org/web/20110522103139/http://www.ombudsman.gov.hk/yr16/b5/C_Annex11.pdf,附件11：經全面調查後終結的個案索引 (PDF),https://web.archive.org/web/20110522092530/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex11.pdf,附件11：经全面调查后终结的个案索引 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092717/http://www.ombudsman.gov.hk/yr16/eng/E_Annex12.pdf,Annex 12: Summaries of Selected Cases Concluded by Full Investigation (PDF),https://web.archive.org/web/20110522104500/http://www.ombudsman.gov.hk/yr16/b5/C_Annex12.pdf,附件12：經全面調查後終結的個案摘要選錄 (PDF),https://web.archive.org/web/20110522102617/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex12.pdf,附件12：经全面调查后终结的个案摘要选录 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092318/http://www.ombudsman.gov.hk/yr16/eng/E_Annex13.pdf,Annex 13: Summary of Findings from Thematic Household Survey (PDF),https://web.archive.org/web/20110522102843/http://www.ombudsman.gov.hk/yr16/b5/C_Annex13.pdf,附件13：主題性住戶統計調查結果摘要 (PDF),https://web.archive.org/web/20110522103943/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex13.pdf,附件13：主题性住户统计调查结果摘要 (PDF)
16,2003/2004,https://web.archive.org/web/20110522093604/http://www.ombudsman.gov.hk/yr16/eng/E_Annex14.pdf,Annex 14: Panel of Professional Advisers (PDF),https://web.archive.org/web/20110522103833/http://www.ombudsman.gov.hk/yr16/b5/C_Annex14.pdf,附件14：專業顧問名單 (PDF),https://web.archive.org/web/20110522100546/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex14.pdf,附件14：专业顾问名单 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092045/http://www.ombudsman.gov.hk/yr16/eng/E_Annex15.pdf,Annex 15: Visits to the Office of The Ombudsman (PDF),https://web.archive.org/web/20110522100248/http://www.ombudsman.gov.hk/yr16/b5/C_Annex15.pdf,附件15：申訴專員公署的訪客 (PDF),https://web.archive.org/web/20110522100201/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex15.pdf,附件15：申诉专员公署的访客 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092746/http://www.ombudsman.gov.hk/yr16/eng/E_Annex16.pdf,Annex 16: Conferences and Duty Visits (PDF),https://web.archive.org/web/20110522103024/http://www.ombudsman.gov.hk/yr16/b5/C_Annex16.pdf,附件16：會議及考察 (PDF),https://web.archive.org/web/20110522103444/http://www.ombudsman.gov.hk/yr16/gb/SC_Annex16.pdf,附件16：会议及考察 (PDF)
16,2003/2004,https://web.archive.org/web/20110522102156/http://www.ombudsman.gov.hk/yr16/eng/E_Table1.pdf,Table 1: Caseload (PDF),https://web.archive.org/web/20110522101435/http://www.ombudsman.gov.hk/yr16/b5/C_Table1.pdf,表1：個案數字 (PDF),https://web.archive.org/web/20110522095244/http://www.ombudsman.gov.hk/yr16/gb/SC_Table1.pdf,表1：个案数字 (PDF)
16,2003/2004,https://web.archive.org/web/20110522104248/http://www.ombudsman.gov.hk/yr16/eng/E_Table2.pdf,Table 2: Enquiries / Complaints Received (PDF),https://web.archive.org/web/20110522101906/http://www.ombudsman.gov.hk/yr16/b5/C_Table2.pdf,表2：接到的查詢/投訴數目 (PDF),https://web.archive.org/web/20110522102025/http://www.ombudsman.gov.hk/yr16/gb/SC_Table2.pdf,表2：接到的查询/投诉数目 (PDF)
16,2003/2004,https://web.archive.org/web/20110522092621/http://www.ombudsman.gov.hk/yr16/eng/E_Table3.pdf,Table 3: Distribution of Enquiries / Complaints (PDF),https://web.archive.org/web/20110522101039/http://www.ombudsman.gov.hk/yr16/b5/C_Table3.pdf,表3：查詢/投訴的分布情況 (PDF),https://web.archive.org/web/20110522101324/http://www.ombudsman.gov.hk/yr16/gb/SC_Table3.pdf,表3：查询/投诉的分布情况 (PDF)
16,2003/2004,https://web.archive.org/web/20110522095646/http://www.ombudsman.gov.hk/yr16/eng/E_Table4.pdf,Table 4: Enquiries: Top Ten Organisations (PDF),https://web.archive.org/web/20110522094339/http://www.ombudsman.gov.hk/yr16/b5/C_Table4.pdf,表4：最多人查詢的十個機構 (PDF),https://web.archive.org/web/20110522093351/http://www.ombudsman.gov.hk/yr16/gb/SC_Table4.pdf,表4：最多人查询的十个机构 (PDF)
16,2003/2004,https://web.archive.org/web/20110522095431/http://www.ombudsman.gov.hk/yr16/eng/E_Table5.pdf,Table 5: Complaints: Top Ten Organisations (PDF),https://web.archive.org/web/20110522092418/http://www.ombudsman.gov.hk/yr16/b5/C_Table5.pdf,表5：最多人投訴的十個機構 (PDF),https://web.archive.org/web/20110522092827/http://www.ombudsman.gov.hk/yr16/gb/SC_Table5.pdf,表5：最多人投诉的十个机构 (PDF)
16,2003/2004,https://web.archive.org/web/20110522102054/http://www.ombudsman.gov.hk/yr16/eng/E_Table6.pdf,Table 6: Nature of Complaints Concluded (PDF),https://web.archive.org/web/20110522103232/http://www.ombudsman.gov.hk/yr16/b5/C_Table6.pdf,表6：已終結的投訴個案性質 (PDF),https://web.archive.org/web/20110522093101/http://www.ombudsman.gov.hk/yr16/gb/SC_Table6.pdf,表6：已终结的投诉个案性质 (PDF)
16,2003/2004,https://web.archive.org/web/20110522101422/http://www.ombudsman.gov.hk/yr16/eng/E_Table7.pdf,Table 7: Classification of Complaints Concluded (PDF),https://web.archive.org/web/20110522102551/http://www.ombudsman.gov.hk/yr16/b5/C_Table7.pdf,表7：已終結的投訴個案分類 (PDF),https://web.archive.org/web/20110522092254/http://www.ombudsman.gov.hk/yr16/gb/SC_Table7.pdf,表7：已终结的投诉个案分类 (PDF)
16,2003/2004,https://web.archive.org/web/20110522100611/http://www.ombudsman.gov.hk/yr16/eng/E_Table8.pdf,Table 8: Results of Complaints Concluded by Full Investigation (PDF),https://web.archive.org/web/20110522093144/http://www.ombudsman.gov.hk/yr16/b5/C_Table8.pdf,表8：經全面調查後終結的投訴個案結果 (PDF),https://web.archive.org/web/20110522094720/http://www.ombudsman.gov.hk/yr16/gb/SC_Table8.pdf,表8：经全面调查后终结的投诉个案结果 (PDF)
16,2003/2004,https://web.archive.org/web/20110522095909/http://www.ombudsman.gov.hk/yr16/eng/E_Table9.pdf,Table 9: Results of Complaints Concluded by Rendering Assistance / Clarification (PDF),https://web.archive.org/web/20110522093810/http://www.ombudsman.gov.hk/yr16/b5/C_Table9.pdf,表9：以提供協助/作出澄清的方法終結的投訴個案結果 (PDF),https://web.archive.org/web/20110522104149/http://www.ombudsman.gov.hk/yr16/gb/SC_Table9.pdf,表9：以提供协助/作出澄清的方法终结的投诉个案结果 (PDF)
16,2003/2004,https://web.archive.org/web/20110522103124/http://www.ombudsman.gov.hk/yr16/eng/E_Table10A.pdf,Table 10A: Processing Time for Complaints Concluded (PDF),https://web.archive.org/web/20110522101939/http://www.ombudsman.gov.hk/yr16/b5/C_Table10A.pdf,表10A：終結投訴個案所需的時間 (PDF),https://web.archive.org/web/20110522093128/http://www.ombudsman.gov.hk/yr16/gb/SC_Table10A.pdf,表10A：终结投诉个案所需的时间 (PDF)
16,2003/2004,https://web.archive.org/web/20110522101408/http://www.ombudsman.gov.hk/yr16/eng/E_Table10B.pdf,Table 10B: Processing Time for Complaints Concluded by Full Investigation and Other Modes (PDF),https://web.archive.org/web/20110522103812/http://www.ombudsman.gov.hk/yr16/b5/C_Table10B.pdf,表108：以全面調查及其他方法終結投訴個案所需的時間 (PDF),https://web.archive.org/web/20110522093322/http://www.ombudsman.gov.hk/yr16/gb/SC_Table10B.pdf,表10B：以全面调查及其他方法终结投诉个案所需的时间 (PDF)
16,2003/2004,https://web.archive.org/web/20110522101220/http://www.ombudsman.gov.hk/yr16/eng/E_Snapshot.pdf,Snapshots (PDF),https://web.archive.org/web/20110522092924/http://www.ombudsman.gov.hk/yr16/b5/C_Snapshots.pdf,活動剪影 (PDF),https://web.archive.org/web/20110522093931/http://www.ombudsman.gov.hk/yr16/gb/SC_Snapshots.pdf,活动剪影 (PDF)
16,2003/2004,https://web.archive.org/web/20040806132657/http://www.ombudsman.gov.hk/yr16/sme.pdf,Summary (PDF),https://web.archive.org/web/20041109101031/http://www.ombudsman.gov.hk/yr16/smc.pdf,摘要 (PDF),https://web.archive.org/web/20050527132851/http://www.ombudsman.gov.hk/yr16/smsc.pdf,摘要 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054956/http://www.ombudsman.gov.hk/yr15/E-Letter.pdf,Letter to The Chief Executive of the HKSAR (PDF),https://web.archive.org/web/20110522053637/http://www.ombudsman.gov.hk/yr15/C-Letter.pdf,致香港特別行政區行政長官信件 (PDF),https://web.archive.org/web/20110522055633/http://www.ombudsman.gov.hk/yr15/GB-Letter.pdf,致香港特别行政区行政长官信件 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055622/http://www.ombudsman.gov.hk/yr15/E-Financial.pdf,Report and Financial Statements (PDF),https://web.archive.org/web/20110522054041/http://www.ombudsman.gov.hk/yr15/C-Financial.pdf,財政年度的報告書及財務報表 (PDF),https://web.archive.org/web/20110522060120/http://www.ombudsman.gov.hk/yr15/GB-Financial.pdf,财政年度的报告书及财务报表 (PDF)
15,2002/2003,https://web.archive.org/web/20110522052615/http://www.ombudsman.gov.hk/yr15/E-History.pdf,History In Brief (PDF),https://web.archive.org/web/20110522054651/http://www.ombudsman.gov.hk/yr15/C-History.pdf,大事紀要 (PDF),https://web.archive.org/web/20110522055256/http://www.ombudsman.gov.hk/yr15/GB-History.pdf,大事纪要 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053727/http://www.ombudsman.gov.hk/yr15/E-Review.pdf,The Ombudsman's Review (PDF),https://web.archive.org/web/20110522055710/http://www.ombudsman.gov.hk/yr15/C-Review.pdf,緒言 (PDF),https://web.archive.org/web/20110522055212/http://www.ombudsman.gov.hk/yr15/GB-Review.pdf,绪言 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060141/http://www.ombudsman.gov.hk/yr15/E-Chapter01.pdf,Chapter 1: Administration (PDF),https://web.archive.org/web/20110522060333/http://www.ombudsman.gov.hk/yr15/C-Chapter01.pdf,第一章：行政 (PDF),https://web.archive.org/web/20110522053222/http://www.ombudsman.gov.hk/yr15/GB-Chapter-01.pdf,第一章：行政 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053029/http://www.ombudsman.gov.hk/yr15/E-Chapter02.pdf,Chapter 2: Authority and Restrictions (PDF),https://web.archive.org/web/20110522054525/http://www.ombudsman.gov.hk/yr15/C-Chapter02.pdf,第二章：權力及權限 (PDF),https://web.archive.org/web/20110522052639/http://www.ombudsman.gov.hk/yr15/GB-Chapter-02.pdf,第二章：杈力及杈限 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053406/http://www.ombudsman.gov.hk/yr15/E-Chapter03.pdf,Chapter 3: Direct Investigation (PDF),https://web.archive.org/web/20110522053651/http://www.ombudsman.gov.hk/yr15/C-Chapter03.pdf,第三章：直接調查 (PDF),https://web.archive.org/web/20110522053101/http://www.ombudsman.gov.hk/yr15/GB-Chapter-03.pdf,第三章：直接调查 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053628/http://www.ombudsman.gov.hk/yr15/E-Chapter04.pdf,Chapter 4: Complaint Handling (PDF),https://web.archive.org/web/20110522053159/http://www.ombudsman.gov.hk/yr15/C-Chapter04.pdf,第四章：處理投訴 (PDF),https://web.archive.org/web/20110522052825/http://www.ombudsman.gov.hk/yr15/GB-Chapter-04.pdf,第四章：处理投诉 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054510/http://www.ombudsman.gov.hk/yr15/E-Chapter05.pdf,Chapter 5: Caseload and Challenges (PDF),https://web.archive.org/web/20110522060505/http://www.ombudsman.gov.hk/yr15/C-Chapter05.pdf,第五章：工作與挑戰 (PDF),https://web.archive.org/web/20110522052657/http://www.ombudsman.gov.hk/yr15/GB-Chapter-05.pdf,第五章：工作与挑战 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054305/http://www.ombudsman.gov.hk/yr15/E-Chapter06.pdf,Chapter 6: Fruits of Investigation (PDF),https://web.archive.org/web/20110522053850/http://www.ombudsman.gov.hk/yr15/C-Chapter06.pdf,第六章：調查工作的成果 (PDF),https://web.archive.org/web/20110522053136/http://www.ombudsman.gov.hk/yr15/GB-Chapter-06.pdf,第六章：调查工作的成果 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053923/http://www.ombudsman.gov.hk/yr15/E-Chapter07.pdf,Chapter 7: Public Education and External Relations (PDF),https://web.archive.org/web/20110522053703/http://www.ombudsman.gov.hk/yr15/C-Chapter07.pdf,第七章：公眾教育與對外關係 (PDF),https://web.archive.org/web/20110522054607/http://www.ombudsman.gov.hk/yr15/GB-Chapter-07.pdf,第七章：公众教育与对外关系 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060211/http://www.ombudsman.gov.hk/yr15/EAnn01.pdf,Annex 1: Organisation Chart (PDF),https://web.archive.org/web/20110522053021/http://www.ombudsman.gov.hk/yr15/CAnn01.pdf,附件1：組織圖 (PDF),https://web.archive.org/web/20110522055808/http://www.ombudsman.gov.hk/yr15/GB-Ann01.pdf,附件1：组织图 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055727/http://www.ombudsman.gov.hk/yr15/EAnn02.pdf,Annex 2: Glossary of Terms (PDF),https://web.archive.org/web/20110522055930/http://www.ombudsman.gov.hk/yr15/CAnn02.pdf,附件2：用語詞彙 (PDF),https://web.archive.org/web/20110522054205/http://www.ombudsman.gov.hk/yr15/GB-Ann02.pdf,附件2：用语词汇 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060500/http://www.ombudsman.gov.hk/yr15/EAnn03.pdf,Annex 3: Flow Chart on Handling of a Complaint (PDF),https://web.archive.org/web/20110522052745/http://www.ombudsman.gov.hk/yr15/CAnn03.pdf,附件3：處理投訴流程圖 (PDF),https://web.archive.org/web/20110522054002/http://www.ombudsman.gov.hk/yr15/GB-Ann03.pdf,附件3：处理投诉流程图 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054921/http://www.ombudsman.gov.hk/yr15/EAnn04.pdf,Annex 4: Achievement of Performance Pledges (PDF),https://web.archive.org/web/20110522054359/http://www.ombudsman.gov.hk/yr15/CAnn04.pdf,附件4：有關履行服務承諾的統計數字 (PDF),https://web.archive.org/web/20110522053734/http://www.ombudsman.gov.hk/yr15/GB-Ann04.pdf,附件4：有关履行服务承诺的统计数字 (PDF)
15,2002/2003,https://web.archive.org/web/20110522052808/http://www.ombudsman.gov.hk/yr15/EAnn05.pdf,Annex 5: Guidelines for Initiating Direct Investigations (PDF),https://web.archive.org/web/20110522053759/http://www.ombudsman.gov.hk/yr15/CAnn05.pdf,附件5：主動進行直接調查的準則 (PDF),https://web.archive.org/web/20110522052921/http://www.ombudsman.gov.hk/yr15/GB-Ann05.pdf,附件5：主动进行直接调查的准则 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060109/http://www.ombudsman.gov.hk/yr15/EAnn06.pdf,Annex 6: List of Direct Investigations Completed (PDF),https://web.archive.org/web/20110522053554/http://www.ombudsman.gov.hk/yr15/CAnn06.pdf,附件6：已完成的直接調查一覽表 (PDF),https://web.archive.org/web/20110522052908/http://www.ombudsman.gov.hk/yr15/GB-Ann06.pdf,附件6：已完成的直接调查一览表 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054940/http://www.ombudsman.gov.hk/yr15/EAnn07.pdf,Annex 7: Summaries of Direct Investigations (PDF),https://web.archive.org/web/20110522054726/http://www.ombudsman.gov.hk/yr15/CAnn07.pdf,附件7：直接調查報告摘要 (PDF),https://web.archive.org/web/20110522053808/http://www.ombudsman.gov.hk/yr15/GB-Ann07.pdf,附件7：直接调查报告摘要 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055453/http://www.ombudsman.gov.hk/yr15/EAnn08.pdf,Annex 8: Summary of Direct Investigation Assessment (PDF),https://web.archive.org/web/20110522055026/http://www.ombudsman.gov.hk/yr15/CAnn08.pdf,附件8：直接審研報告摘要 (PDF),https://web.archive.org/web/20110522060427/http://www.ombudsman.gov.hk/yr15/GB-Ann08.pdf,附件8：直接审研报告摘要 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055641/http://www.ombudsman.gov.hk/yr15/EAnn09.pdf,Annex 9: Summaries of Selected Potential Complaint Cases (PDF),https://web.archive.org/web/20110522060201/http://www.ombudsman.gov.hk/yr15/CAnn09.pdf,附件9：有可能成為正式投訴的個案摘要選錄 (PDF),https://web.archive.org/web/20110522060543/http://www.ombudsman.gov.hk/yr15/GB-Ann09.pdf,附件9：有可能成为正式投诉的个案摘要选录 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055816/http://www.ombudsman.gov.hk/yr15/EAnn10.pdf,Annex 10: Summaries of Selected Cases Concluded by Alternative Dispute Resolution (PDF),https://web.archive.org/web/20110522052931/http://www.ombudsman.gov.hk/yr15/CAnn10.pdf,附件10：以另類排解糾紛方法終結的個案摘要選錄 (PDF),https://web.archive.org/web/20110522054423/http://www.ombudsman.gov.hk/yr15/GB-Ann10.pdf,附件10：以另类排解纠纷方法終结的个案摘要选录 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055609/http://www.ombudsman.gov.hk/yr15/EAnn11.pdf,Annex 11: Index of Investigated Cases (PDF),https://web.archive.org/web/20110522053505/http://www.ombudsman.gov.hk/yr15/CAnn11.pdf,附件11：已完成調查的個案索引 (PDF),https://web.archive.org/web/20110522054117/http://www.ombudsman.gov.hk/yr15/GB-Ann11.pdf,附件11：已完成调查的个案索引 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054837/http://www.ombudsman.gov.hk/yr15/EAnn12.pdf,Annex 12: Summaries of Selected Investigated Cases (PDF),https://web.archive.org/web/20110522055049/http://www.ombudsman.gov.hk/yr15/CAnn12.pdf,附件12：已完成調查的個案摘要選錄 (PDF),https://web.archive.org/web/20110522053244/http://www.ombudsman.gov.hk/yr15/GB-Ann12.pdf,附件12：已完成调查的个案摘要选录 (PDF)
